,page,country,rev_id,quality,population,region
24400,Pavel Kiselyov,Russia,785206158,Start,146.733,EUROPE
24401,Paul Demetrius Kotzebue,Russia,785206186,Start,146.733,EUROPE
24402,Alexander Karlovich Lieven,Russia,785206278,Stub,146.733,EUROPE
24403,Grigory Kramarov,Russia,785279384,Stub,146.733,EUROPE
24404,Gury Marchuk,Russia,785317282,Start,146.733,EUROPE
24405,Nikolay Bordyuzha,Russia,785532477,Start,146.733,EUROPE
24406,Viktor Ishayev,Russia,785532691,Start,146.733,EUROPE
24407,Pavel Krasheninnikov,Russia,785532826,Stub,146.733,EUROPE
24408,Mikhail Nikolayev,Russia,785532968,Stub,146.733,EUROPE
24409,Pyotr Sumin,Russia,785533246,Stub,146.733,EUROPE
24410,Kuzma Galitsky,Russia,785534304,Start,146.733,EUROPE
24411,Tagir Kusimov,Russia,785534846,Start,146.733,EUROPE
24412,Albert Makashov,Russia,785534992,C,146.733,EUROPE
24413,Yakov Pavlov,Russia,785535288,Start,146.733,EUROPE
24414,Yevgeny Pavlovsky,Russia,785535291,Start,146.733,EUROPE
24415,Samand Siabandov,Russia,785535604,Start,146.733,EUROPE
24416,Vladimir Strelchenko,Russia,785535725,Stub,146.733,EUROPE
24417,Vasiliy Averin,Russia,786040133,Start,146.733,EUROPE
24418,Sholban Kara-ool,Russia,786111055,Stub,146.733,EUROPE
24419,Ivan Betskoy,Russia,786125285,C,146.733,EUROPE
24420,Ilia Chavchavadze,Russia,786533493,C,146.733,EUROPE
24421,Roman Dmitriyev,Russia,786536346,Stub,146.733,EUROPE
24422,Konstantin Kasimovsky,Russia,786710829,Stub,146.733,EUROPE
24423,Nikolai Kondratenko,Russia,786721340,Stub,146.733,EUROPE
24424,Ivan Grigorovich,Russia,786942606,C,146.733,EUROPE
24425,Konstantin Posyet,Russia,786947586,Start,146.733,EUROPE
24426,Aleksandr Kornilov (historian),Russia,786954723,Start,146.733,EUROPE
24427,Christopher Lieven,Russia,787079225,Start,146.733,EUROPE
24428,Ivan Lychov,Russia,787080522,Stub,146.733,EUROPE
24429,Olga Lipovskaya,Russia,787105591,Stub,146.733,EUROPE
24430,Svetlana Zhurova,Russia,787112102,Stub,146.733,EUROPE
24431,Magomed Tankayev,Russia,787165290,C,146.733,EUROPE
24432,Alexander Alexandrovich Makarov,Russia,787205801,Start,146.733,EUROPE
24433,Nikolai Mefodiev,Russia,787209890,Start,146.733,EUROPE
24434,Semyon Dimanstein,Russia,787350569,Start,146.733,EUROPE
24435,Putin's Progress,Russia,787355607,Stub,146.733,EUROPE
24436,Boris Yeltsin: From Dawn to Dusk,Russia,787355914,Stub,146.733,EUROPE
24437,Template:Russia-poli-bio-book-stub,Russia,787360183,Stub,146.733,EUROPE
24438,Nikolay Novosiltsev,Russia,787379527,Start,146.733,EUROPE
24439,Nikolay Milyutin,Russia,787379535,B,146.733,EUROPE
24440,Niko Nikoladze,Russia,787379887,Start,146.733,EUROPE
24441,Konstantin von Kaufman,Russia,787403340,C,146.733,EUROPE
24442,Boris Pankin,Russia,787489083,Start,146.733,EUROPE
24443,Denis Manturov,Russia,787496684,Start,146.733,EUROPE
24444,Vladimir Posse,Russia,787535333,Start,146.733,EUROPE
24445,Boris Pozern,Russia,787553801,Start,146.733,EUROPE
24446,Vladimir Rushailo,Russia,787555377,Start,146.733,EUROPE
24447,Dmitri Feodorovich Trepov,Russia,787569397,Start,146.733,EUROPE
24448,Mikhail Barsukov,Russia,787642191,C,146.733,EUROPE
24449,Vladimir Yakunin,Russia,787774478,C,146.733,EUROPE
24450,Alexei Yepishev,Russia,787832203,C,146.733,EUROPE
24451,Nikolay Alexandrovich Milyutin,Russia,787986270,GA,146.733,EUROPE
24452,Ivan Samylovsky,Russia,788005376,C,146.733,EUROPE
24453,Yegor Solomatin,Russia,788014382,Stub,146.733,EUROPE
24454,Serafima Hopner,Russia,788192239,Stub,146.733,EUROPE
24455,Sergei Yushenkov,Russia,788194740,C,146.733,EUROPE
24456,Alimsultan Alkhamatov,Russia,788275785,Start,146.733,EUROPE
24457,Alena Arshinova,Russia,788277962,Start,146.733,EUROPE
24458,Alexander Bortnikov,Russia,788340442,Start,146.733,EUROPE
24459,Alexander Krivoshein,Russia,788360921,Start,146.733,EUROPE
24460,Alexander Manuilov,Russia,788365418,Stub,146.733,EUROPE
24461,Alexander Vladimirovich Konovalov,Russia,788384779,Start,146.733,EUROPE
24462,Alexander Tarasov,Russia,788394339,C,146.733,EUROPE
24463,Alexei Kondaurov,Russia,788406657,Stub,146.733,EUROPE
24464,Igor Yusufov,Russia,788409805,Start,146.733,EUROPE
24465,Vladimir Matveevich Gessen,Russia,788515181,Stub,146.733,EUROPE
24466,Pavel Sukhoi,Russia,788522293,Start,146.733,EUROPE
24467,Sergei Storchak,Russia,788536096,Start,146.733,EUROPE
24468,Sergey Abisov,Russia,788536124,Start,146.733,EUROPE
24469,Pavlo Tychyna,Russia,788557261,C,146.733,EUROPE
24470,Alexei Kudrin,Russia,788576466,GA,146.733,EUROPE
24471,Alla Tarasova,Russia,788581393,Start,146.733,EUROPE
24472,Yekaterina Vorontsova-Dashkova,Russia,788668103,C,146.733,EUROPE
24473,Vadim Bakatin,Russia,788688629,C,146.733,EUROPE
24474,Vladimir Torlopov,Russia,788707081,Stub,146.733,EUROPE
24475,"Jean Baptiste, marquis de Traversay",Russia,788711551,C,146.733,EUROPE
24476,Yevgeny Chichvarkin,Russia,788723259,C,146.733,EUROPE
24477,Yevgeny Dzhugashvili,Russia,788723275,Start,146.733,EUROPE
24478,Illarion Ivanovich Vorontsov-Dashkov,Russia,788744744,C,146.733,EUROPE
24479,Aleksey Arakcheyev,Russia,788799536,C,146.733,EUROPE
24480,Ivan Gudovich,Russia,788811056,Start,146.733,EUROPE
24481,Valentin Khaustov,Russia,788879925,Stub,146.733,EUROPE
24482,Alexander Kikin,Russia,788968859,Start,146.733,EUROPE
24483,Wladimir S. Woytinsky,Russia,788989718,Start,146.733,EUROPE
24484,Anatoly Guzhvin,Russia,788994373,Stub,146.733,EUROPE
24485,Anatoly Kashpirovsky,Russia,788994572,Stub,146.733,EUROPE
24486,Yury Shutov,Russia,789009847,C,146.733,EUROPE
24487,Murat Akhedzhak,Russia,789024343,Start,146.733,EUROPE
24488,Andrei Budberg,Russia,789069336,Start,146.733,EUROPE
24489,Alexander Isaakovich Gelman,Russia,789092705,C,146.733,EUROPE
24490,Andrey Denisov,Russia,789115939,Stub,146.733,EUROPE
24491,Andrey Korotkov,Russia,789116763,Start,146.733,EUROPE
24492,Andrey Molchanov (businessman),Russia,789117364,Start,146.733,EUROPE
24493,Ivan Nikolaevich Popov,Russia,789161037,Stub,146.733,EUROPE
24494,Mikhail Yevdokimov,Russia,789223457,Start,146.733,EUROPE
24495,Mikhail Katkov,Russia,789288582,Start,146.733,EUROPE
24496,Viktor Abramov,Russia,789327246,Stub,146.733,EUROPE
24497,Ruslan Amerkhanov,Russia,789327716,Start,146.733,EUROPE
24498,Andrey Anatoliyevich Andreyev,Russia,789327757,Stub,146.733,EUROPE
24499,Alexander Babakov,Russia,789327870,Start,146.733,EUROPE
24500,Alexey Barinov,Russia,789327880,Stub,146.733,EUROPE
24501,Oleg Betin,Russia,789327921,Stub,146.733,EUROPE
24502,Valentin Bobyrev,Russia,789327941,Stub,146.733,EUROPE
24503,Vladimir Bryntsalov,Russia,789328110,Stub,146.733,EUROPE
24504,Alexey Chernyshov,Russia,789328115,Stub,146.733,EUROPE
24505,Alla Gerber,Russia,789328226,Start,146.733,EUROPE
24506,Ivan Musatov,Russia,789328366,Stub,146.733,EUROPE
24507,Mikhail Musatov,Russia,789328371,Stub,146.733,EUROPE
24508,Gennady Onishchenko,Russia,789328402,Stub,146.733,EUROPE
24509,Ella Pamfilova,Russia,789328409,Start,146.733,EUROPE
24510,Konstantin Rykov,Russia,789328428,Stub,146.733,EUROPE
24511,Damir Shadaev,Russia,789328461,Stub,146.733,EUROPE
24512,Vasily Tarasyuk,Russia,789328527,Stub,146.733,EUROPE
24513,Yury Vlasov,Russia,789328592,GA,146.733,EUROPE
24514,Sergei Zheleznyak,Russia,789328614,Start,146.733,EUROPE
24515,Sergei Aksenov,Russia,789328835,Start,146.733,EUROPE
24516,Alexander Chernogorov,Russia,789328923,Stub,146.733,EUROPE
24517,Roman Grebennikov,Russia,789329062,Stub,146.733,EUROPE
24518,Dmitry Kobylkin,Russia,789329107,Stub,146.733,EUROPE
24519,Mikhail Krotov,Russia,789329117,Stub,146.733,EUROPE
24520,Ivan Melnikov (politician),Russia,789329208,Stub,146.733,EUROPE
24521,Yevgeny Nazdratenko,Russia,789329234,Stub,146.733,EUROPE
24522,Mahmoud Sakalov,Russia,789329290,Stub,146.733,EUROPE
24523,Georgy Satarov,Russia,789329303,Stub,146.733,EUROPE
24524,Sergei Sobko,Russia,789329326,Stub,146.733,EUROPE
24525,Vladimir Ustinov,Russia,789329389,Start,146.733,EUROPE
24526,Nikolay Vinnichenko,Russia,789329395,Stub,146.733,EUROPE
24527,Oleg Budargin,Russia,789329862,Stub,146.733,EUROPE
24528,Igor Farkhutdinov,Russia,789329877,Stub,146.733,EUROPE
24529,Nikolay Kiselyov (politician),Russia,789329907,Stub,146.733,EUROPE
24530,Vladimir Kulakov,Russia,789329923,Stub,146.733,EUROPE
24531,Yevgeny Semyonovich Kuznetsov,Russia,789329929,Stub,146.733,EUROPE
24532,Anatoly Lisitsyn,Russia,789329932,Start,146.733,EUROPE
24533,Ivan Malakhov,Russia,789329939,Stub,146.733,EUROPE
24534,Nikolai Sevryugin,Russia,789329960,Stub,146.733,EUROPE
24535,Valery Sudarenkov,Russia,789329980,Start,146.733,EUROPE
24536,Semyon Zubakin,Russia,789330014,Stub,146.733,EUROPE
24537,Alexander Alexeyevich Chekalin,Russia,789331995,Start,146.733,EUROPE
24538,Viktor Dorkin,Russia,789332000,Stub,146.733,EUROPE
24539,Sergey Koliukh,Russia,789332006,Stub,146.733,EUROPE
24540,Dmitry Mezentsev,Russia,789332017,Stub,146.733,EUROPE
24541,Andrey Rostenko,Russia,789332044,Stub,146.733,EUROPE
24542,Nina Varlamova,Russia,789332057,Start,146.733,EUROPE
24543,Adam Jerzy Czartoryski,Russia,789333310,C,146.733,EUROPE
24544,Mikhail Kovalchuk,Russia,789439264,Start,146.733,EUROPE
24545,Anton Alexandrovich Ivanov,Russia,789448293,Stub,146.733,EUROPE
24546,Vitali Korionov,Russia,789477575,Stub,146.733,EUROPE
24547,Alexei Kirichenko,Russia,789513121,Start,146.733,EUROPE
24548,Svetlana Goryacheva,Russia,789654161,Stub,146.733,EUROPE
24549,Mikhail Oseevsky,Russia,789705588,Start,146.733,EUROPE
24550,Alexey Sorokin (military commander),Russia,789744027,Start,146.733,EUROPE
24551,Arseny Zakrevsky,Russia,789790862,Stub,146.733,EUROPE
24552,Arshak Ter-Gukasov,Russia,789791650,GA,146.733,EUROPE
24553,Anatoly Lukyanov,Russia,789830262,C,146.733,EUROPE
24554,Vladimir Anatolyevich Yakovlev,Russia,790088271,Stub,146.733,EUROPE
24555,Dmitry Begichev,Russia,790125575,Stub,146.733,EUROPE
24556,Tamara Pletnyova,Russia,790136998,Stub,146.733,EUROPE
24557,Ivan Zhukov,Russia,790186321,Stub,146.733,EUROPE
24558,Sergei Aleksandrovich Kudryavtsev,Russia,790188276,Stub,146.733,EUROPE
24559,Nikolai Demchenko,Russia,790188629,Stub,146.733,EUROPE
24560,Nedirbay Aytakov,Russia,790188711,Stub,146.733,EUROPE
24561,Boris Tolpygo,Russia,790202421,Start,146.733,EUROPE
24562,Vladimir Kotelnikov,Russia,790252874,C,146.733,EUROPE
24563,Platon Shirinsky-Shikhmatov,Russia,790314864,Start,146.733,EUROPE
24564,Kristina Potupchik,Russia,790434035,Stub,146.733,EUROPE
24565,Emilia Slabunova,Russia,790812001,Start,146.733,EUROPE
24566,Karl Bauman,Russia,790858224,Stub,146.733,EUROPE
24567,Sergey Vakhrukov,Russia,790952320,Stub,146.733,EUROPE
24568,Olga Vasilieva (politician),Russia,790974435,Start,146.733,EUROPE
24569,Sadri Maksudi Arsal,Russia,791012042,C,146.733,EUROPE
24570,Vladimir Ivashko,Russia,791070233,Start,146.733,EUROPE
24571,Dmitri Nossov,Russia,791294785,Stub,146.733,EUROPE
24572,Irina Khakamada,Russia,791432502,C,146.733,EUROPE
24573,Karl von Struve,Russia,791434101,Start,146.733,EUROPE
24574,Konstantin Malofeev,Russia,791499473,C,146.733,EUROPE
24575,Dmitry Lobanov-Rostovsky,Russia,791647415,Start,146.733,EUROPE
24576,Mikhail Babich,Russia,791684671,Stub,146.733,EUROPE
24577,Valerian Safonovich,Russia,791693235,Stub,146.733,EUROPE
24578,Yevgeny Roizman,Russia,791761826,Start,146.733,EUROPE
24579,Mikhail Loris-Melikov,Russia,791974031,C,146.733,EUROPE
24580,Igor Gorynin,Russia,792184824,Start,146.733,EUROPE
24581,Galina Khovanskaya,Russia,792363476,Stub,146.733,EUROPE
24582,Lyudmila Alexeyeva,Russia,792467670,C,146.733,EUROPE
24583,Ignaz Aurelius Fessler,Russia,792668351,Start,146.733,EUROPE
24584,Dmitri Sautin,Russia,792847754,Start,146.733,EUROPE
24585,Dimitri Navachine,Russia,792889810,C,146.733,EUROPE
24586,Vyacheslav von Plehve,Russia,793052778,C,146.733,EUROPE
24587,Mirsaid Sultan-Galiev,Russia,793187330,C,146.733,EUROPE
24588,Vladimir Milov,Russia,793267813,Stub,146.733,EUROPE
24589,Nikolay Muravyov-Amursky,Russia,793388907,C,146.733,EUROPE
24590,Boris Kagarlitsky,Russia,793525152,Start,146.733,EUROPE
24591,Kasym Tynystanov,Russia,793545519,C,146.733,EUROPE
24592,Nikolay Bogolepov,Russia,793749992,Start,146.733,EUROPE
24593,Andrus Ansip,Russia,793828598,C,146.733,EUROPE
24594,Solomon Goldstein,Russia,793984123,Start,146.733,EUROPE
24595,Vladimir Purishkevich,Russia,794278475,B,146.733,EUROPE
24596,Gregorei Alexandrovich,Russia,794409906,RevisionNotFound: Could not find revision ({revision}:794409906),146.733,EUROPE
24597,Varlam Avanesov,Russia,794415858,Start,146.733,EUROPE
24598,Aliheydar Garayev,Russia,794420017,C,146.733,EUROPE
24599,Chingiz Ildyrym,Russia,794445392,C,146.733,EUROPE
24600,Alexander Vasilyevich Belyakov,Russia,794716350,C,146.733,EUROPE
24601,Mikhail Yefremov (politician),Russia,794833840,Start,146.733,EUROPE
24602,Sergey Verlin,Russia,794862143,Stub,146.733,EUROPE
24603,Alexander Turgenev,Russia,795015382,Start,146.733,EUROPE
24604,Irina Rodnina,Russia,795030183,GA,146.733,EUROPE
24605,Mikhail Chernov (politician),Russia,795145773,Start,146.733,EUROPE
24606,Ephraim Sklyansky,Russia,795304116,Start,146.733,EUROPE
24607,Vladimir Kasatonov,Russia,795321749,Start,146.733,EUROPE
24608,Vladimir Kovalevsky,Russia,795359140,GA,146.733,EUROPE
24609,Oleg Matveychev,Russia,795361506,Start,146.733,EUROPE
24610,Nikolay Matveyev,Russia,795486234,Stub,146.733,EUROPE
24611,Yuri Larin,Russia,795491156,Stub,146.733,EUROPE
24612,Vissarion Lominadze,Russia,795651121,C,146.733,EUROPE
24613,Mamia Orakhelashvili,Russia,795651281,Start,146.733,EUROPE
24614,Sergei Shmatko,Russia,796093978,Start,146.733,EUROPE
24615,Aleksander Ansberg,Russia,796110191,Stub,146.733,EUROPE
24616,Mikhail Alekseyev,Russia,796165858,C,146.733,EUROPE
24617,Yevgeny Miller,Russia,796165921,C,146.733,EUROPE
24618,Vladimir Zeeler,Russia,796166087,Start,146.733,EUROPE
24619,Valery Solomonovich Gurevich,Russia,796570408,Start,146.733,EUROPE
24620,Andrey Derevyankin,Russia,796594323,Start,146.733,EUROPE
24621,Aleksandr Averin (publicist),Russia,796603919,Stub,146.733,EUROPE
24622,Alexander Poskrebyshev,Russia,796610539,FA,146.733,EUROPE
24623,Herman Karl von Keyserling,Russia,796643145,Start,146.733,EUROPE
24624,Sergey Mikhaylovich Ignatyev,Russia,796734956,Stub,146.733,EUROPE
24625,Anatoly Artamonov,Russia,796964837,Start,146.733,EUROPE
24626,Vasily Nebenzya,Russia,797036893,Start,146.733,EUROPE
24627,Anatoly Aksakov,Russia,797040989,Start,146.733,EUROPE
24628,Alexander Bovin,Russia,797077675,C,146.733,EUROPE
24629,Victor Ambartsumian,Russia,797172233,C,146.733,EUROPE
24630,Rustam Minnikhanov,Russia,797293778,C,146.733,EUROPE
24631,Dmitry Dmitriyevich Smyshlyayev,Russia,797368400,Start,146.733,EUROPE
24632,Isidore Ramishvili,Russia,797515786,Start,146.733,EUROPE
24633,Vasily Yakemenko,Russia,797644204,Start,146.733,EUROPE
24634,Aleksandr Sokolov (politician),Russia,797648983,Start,146.733,EUROPE
24635,Oksana Dmitriyeva,Russia,797739800,C,146.733,EUROPE
24636,Viktor Ivanov,Russia,797754183,C,146.733,EUROPE
24637,Vladimir Nikolayevich Orlov,Russia,797796848,C,146.733,EUROPE
24638,Ariadna Tyrkova-Williams,Russia,797930163,C,146.733,EUROPE
24639,"Armand-Emmanuel de Vignerot du Plessis, Duc de Richelieu",Russia,797930667,C,146.733,EUROPE
24640,Valeri Gladilin,Russia,797971075,Stub,146.733,EUROPE
24641,Catherine Breshkovsky,Russia,798001850,Start,146.733,EUROPE
24642,Mark Galperin,Russia,798054078,Stub,146.733,EUROPE
24643,Andrey Yuryevich Tatarinov,Russia,798068686,B,146.733,EUROPE
24644,Valentin Falin,Russia,798074003,Stub,146.733,EUROPE
24645,Alexander Shishkov,Russia,798183669,Stub,146.733,EUROPE
24646,Vitaly Churkin,Russia,798192948,C,146.733,EUROPE
24647,Vladimir Gutenev,Russia,798276161,Stub,146.733,EUROPE
24648,Irina Yarovaya,Russia,798326587,Start,146.733,EUROPE
24649,Rifat Shaykhutdinov,Russia,798375077,Stub,146.733,EUROPE
24650,Leonid Ivashov,Russia,798402504,Start,146.733,EUROPE
24651,Maria Arbatova,Russia,798485439,C,146.733,EUROPE
24652,Tatyana Nikitina,Russia,798485601,Stub,146.733,EUROPE
24653,Roza Eldarova,Russia,798495423,Start,146.733,EUROPE
24654,Andrei Dmitriev (politician),Russia,798555786,Start,146.733,EUROPE
24655,Alexey Fyodorovich Orlov,Russia,798579045,Start,146.733,EUROPE
24656,Vasily Rykov,Russia,798624227,Stub,146.733,EUROPE
24657,Benia Chkhikvishvili,Russia,798650959,Start,146.733,EUROPE
24658,Vadim Zagladin,Russia,798732734,Start,146.733,EUROPE
24659,Ludwig Martens,Russia,798740571,C,146.733,EUROPE
24660,Oleg Shenin,Russia,798779161,Start,146.733,EUROPE
24661,Maria Baronova,Russia,798890868,C,146.733,EUROPE
24662,Daniil Ilich Konstantinov,Russia,798894991,C,146.733,EUROPE
24663,Gennady Zyuganov,Russia,798928277,C,146.733,EUROPE
24664,Yevgeny Shaposhnikov,Russia,798928643,Start,146.733,EUROPE
24665,Mikhail Balakin,Russia,798999979,B,146.733,EUROPE
24666,Mikhail Yuzefovich,Russia,799000372,Start,146.733,EUROPE
24667,David Dragunsky,Russia,799025281,Start,146.733,EUROPE
24668,Vladimir Bonch-Bruyevich,Russia,799055800,C,146.733,EUROPE
24669,Yegor Stroyev,Russia,799075822,Start,146.733,EUROPE
24670,Gennady Burbulis,Russia,799110458,C,146.733,EUROPE
24671,Sergey Shakhray,Russia,799112742,Stub,146.733,EUROPE
24672,Yury Yarov,Russia,799113084,Stub,146.733,EUROPE
24673,Oleg Lobov,Russia,799113446,Start,146.733,EUROPE
24674,Ilya Klebanov,Russia,799189178,Start,146.733,EUROPE
24675,Grigory Romanov,Russia,799229847,C,146.733,EUROPE
24676,Nikolai Pokrovsky,Russia,799282678,Start,146.733,EUROPE
24677,Nikolai Sukhanov,Russia,799282700,Start,146.733,EUROPE
24678,Nikolay Kharitonov,Russia,799282940,Stub,146.733,EUROPE
24679,Valery Makharadze,Russia,799321919,Start,146.733,EUROPE
24680,Alfred Koch,Russia,799450418,Start,146.733,EUROPE
24681,Vladimir Voronin,Russia,799458564,C,146.733,EUROPE
24682,Sergey Uvarov,Russia,799468110,Start,146.733,EUROPE
24683,Anatoly Karpov,Russia,799500325,B,146.733,EUROPE
24684,Petro Shelest,Russia,799845280,Start,146.733,EUROPE
24685,Pyotr Shilovsky,Russia,799857161,Stub,146.733,EUROPE
24686,Mikhail Speransky,Russia,800116250,C,146.733,EUROPE
24687,Alexander Kurakin,Russia,800116899,Start,146.733,EUROPE
24688,Ivan Inzov,Russia,800117145,Start,146.733,EUROPE
24689,Sergey Chemezov,Russia,800117486,C,146.733,EUROPE
24690,Nicholas Repnin,Russia,800117605,C,146.733,EUROPE
24691,Dmitry Livanov,Russia,800144205,Start,146.733,EUROPE
24692,Dmitry Mikhailovich Golitsyn,Russia,800145260,Stub,146.733,EUROPE
24693,Dmitry Sergeyevich Kuzmin,Russia,800146391,C,146.733,EUROPE
24694,Ivan Goremykin,Russia,800199170,C,146.733,EUROPE
24695,Boris Stürmer,Russia,800199249,C,146.733,EUROPE
24696,Nikolai Ryzhkov,Russia,800268829,GA,146.733,EUROPE
24697,Leonid Markelov,Russia,800283141,C,146.733,EUROPE
24698,Sergey Mironov,Russia,800393404,C,146.733,EUROPE
24699,Alexei Didenko,Russia,800491553,Start,146.733,EUROPE
24700,Nikolai Borisovich Shcherbatov,Russia,800622915,Start,146.733,EUROPE
24701,Rolan Bykov,Russia,800631876,C,146.733,EUROPE
24702,Mikhail Fradkov,Russia,800658074,C,146.733,EUROPE
24703,Alexander Beglov,Russia,800659134,Stub,146.733,EUROPE
24704,Farid Mukhametshin,Russia,800660920,Stub,146.733,EUROPE
24705,Ilsur Metshin,Russia,800661618,C,146.733,EUROPE
24706,Ivan Belozertsev,Russia,800661897,Stub,146.733,EUROPE
24707,Sergei Eduardovich Prikhodko,Russia,800664693,Start,146.733,EUROPE
24708,Valentina Petrenko,Russia,800665121,Stub,146.733,EUROPE
24709,Yakov Urinson,Russia,800665622,Stub,146.733,EUROPE
24710,Evgeniya Mikhailova,Russia,800666029,Start,146.733,EUROPE
24711,Stepan Chervonenko,Russia,800691804,Stub,146.733,EUROPE
24712,Herman Gref,Russia,800719675,C,146.733,EUROPE
24713,Svyatoslav Fyodorov,Russia,800732172,Start,146.733,EUROPE
24714,List of Russian presidential candidates,Russia,800805035,Start,146.733,EUROPE
24715,Pyotr Stolypin,Russia,800879800,C,146.733,EUROPE
24716,Anton Bakov,Russia,800884630,GA,146.733,EUROPE
24717,Sergei Alexeyev,Russia,800918722,Stub,146.733,EUROPE
24718,Nikolay Lyubimov,Russia,801022191,Start,146.733,EUROPE
24719,Artem Mikoyan,Russia,801040019,C,146.733,EUROPE
24720,Vasily Starodubtsev,Russia,801095851,Start,146.733,EUROPE
24721,Viktor Barannikov,Russia,801119890,Stub,146.733,EUROPE
24722,Viktor Gozhy,Russia,801119998,Stub,146.733,EUROPE
24723,Viktor Rashnikov,Russia,801120123,GA,146.733,EUROPE
24724,Vitaly Fedorchuk,Russia,801130339,C,146.733,EUROPE
24725,Vladimir Ashurkov,Russia,801132540,Stub,146.733,EUROPE
24726,Vladimir Kvachkov,Russia,801132908,GA,146.733,EUROPE
24727,Vyacheslav Shtyrov,Russia,801138501,Start,146.733,EUROPE
24728,Nikolay Alekseyev,Russia,801162709,GA,146.733,EUROPE
24729,Yelena Mizulina,Russia,801311193,GA,146.733,EUROPE
24730,Yuriy Molchanov,Russia,801325060,Stub,146.733,EUROPE
24731,Yury Luzhkov,Russia,801325115,C,146.733,EUROPE
24732,Alexander Kutepov,Russia,801331826,Start,146.733,EUROPE
24733,Givi Gumbaridze,Russia,801375973,Stub,146.733,EUROPE
24734,Boris Spiegel,Russia,801400406,Start,146.733,EUROPE
24735,Alexander Bastrykin,Russia,801445464,C,146.733,EUROPE
24736,Alexey Smertin,Russia,801450661,C,146.733,EUROPE
24737,Andrey Aizderdzis,Russia,801453550,Stub,146.733,EUROPE
24738,Andrey Illarionov,Russia,801453562,C,146.733,EUROPE
24739,Denis Voronenkov,Russia,801496408,GA,146.733,EUROPE
24740,List of Soviet foreign ministers,Russia,801644374,Stub,146.733,EUROPE
24741,Minister of Foreign Affairs (Russia),Russia,801647858,Start,146.733,EUROPE
24742,Gavriil Kharitonovich Popov,Russia,801733189,Start,146.733,EUROPE
24743,List of presidents of Russia,Russia,801798096,C,146.733,EUROPE
24744,Oleg Mitvol,Russia,801815274,Start,146.733,EUROPE
24745,Aleksandr Shlyakhturov,Russia,802072074,Stub,146.733,EUROPE
24746,Aleksei Shaposhnikov (politician),Russia,802076252,Start,146.733,EUROPE
24747,Domenty Kulumbegov,Russia,802076493,Stub,146.733,EUROPE
24748,Aleksandr Yefremov (politician),Russia,802144665,Start,146.733,EUROPE
24749,Alina Kabaeva,Russia,802150816,C,146.733,EUROPE
24750,Pavel Zavalny,Russia,802158232,Stub,146.733,EUROPE
24751,Eugen Rozvan,Russia,802163481,B,146.733,EUROPE
24752,Alexey Voyevoda,Russia,802164682,C,146.733,EUROPE
24753,Vasily Piskarev,Russia,802193514,Stub,146.733,EUROPE
24754,Valery Boldin,Russia,802220639,Start,146.733,EUROPE
24755,Olga Savastianova,Russia,802226038,Stub,146.733,EUROPE
24756,Yakov Sverdlov,Russia,802231828,C,146.733,EUROPE
24757,Valery Rashkin,Russia,802252054,Stub,146.733,EUROPE
24758,Dimitry Vasiliev,Russia,802318284,Start,146.733,EUROPE
24759,Olga Yepifanova,Russia,802347873,Stub,146.733,EUROPE
24760,Yevgeny Moskvichev,Russia,802370251,Stub,146.733,EUROPE
24761,Konstantin Rodofinikin,Russia,802439716,Stub,146.733,EUROPE
24762,Dimitrie Cantemir,Russia,802443924,C,146.733,EUROPE
24763,Valeriya Novodvorskaya,Russia,802478730,GA,146.733,EUROPE
24764,Vladislav Ignatov,Russia,802515811,Stub,146.733,EUROPE
24765,Natalia Zhdanova,Russia,802553738,Stub,146.733,EUROPE
24766,Pyotr Voykov,Russia,802568810,C,146.733,EUROPE
24767,Alexander Lebed,Russia,802624016,GA,146.733,EUROPE
24768,Sergei Kruglov (politician),Russia,802677556,C,146.733,EUROPE
24769,Natalya Komarova,Russia,802679805,Stub,146.733,EUROPE
24770,Eduard Shevardnadze,Russia,802719062,C,146.733,EUROPE
24771,Vladimir Gusinsky,Russia,802824483,B,146.733,EUROPE
24772,Nikolay Merkushkin,Russia,802841849,Start,146.733,EUROPE
24773,Alexander Melnikov (politician),Russia,802890456,Start,146.733,EUROPE
24774,Igor Shuvalov,Russia,802948614,C,146.733,EUROPE
24775,Roman Antonov,Russia,802974549,Stub,146.733,EUROPE
24776,Ivan Ivanovich Tolstoy,Russia,803062680,Stub,146.733,EUROPE
24777,Dmitri Shostakovich,Russia,803093468,FA,146.733,EUROPE
24778,Ayaz Mutallibov,Russia,803144052,Start,146.733,EUROPE
24779,Georgy Shakhnazarov,Russia,803148703,Start,146.733,EUROPE
24780,Yevgenia Bosch,Russia,803158046,C,146.733,EUROPE
24781,Dmitry Kozak,Russia,803347551,C,146.733,EUROPE
24782,Confessions of a rebel,Russia,803354261,Start,146.733,EUROPE
24783,Pavel Batitsky,Russia,803474906,Start,146.733,EUROPE
24784,Georgy Arbatov,Russia,803624982,C,146.733,EUROPE
24785,Valery Shantsev,Russia,803661752,Stub,146.733,EUROPE
24786,Igor Koshin,Russia,803666934,Stub,146.733,EUROPE
24787,Elena Stasova,Russia,803675850,C,146.733,EUROPE
24788,Sergey Glazyev,Russia,803680249,C,146.733,EUROPE
24789,Aleksandr Hudilainen,Russia,803767746,Stub,146.733,EUROPE
24790,Maria Zakharova,Russia,803782960,C,146.733,EUROPE
