,rev_id,article_quality,page,country
25040,788947535,Stub,Juan Lloret Llorens,Spain
25041,788947540,Stub,Juan Manuel Albendea Pabón,Spain
25042,788947568,Stub,Juan Pastor Marco,Spain
25043,788947575,Stub,Julio Aguilar Azañón,Spain
25044,788947591,Start,Koldo Gorostiaga Atxalandabaso,Spain
25045,788947625,Stub,Luis González Seara,Spain
25046,788947669,Stub,Macià Alavedra,Spain
25047,788947673,Stub,Manuel Bermejo Hernández,Spain
25048,788947723,Stub,Manuel Ángel Aguilar Belda,Spain
25049,788947729,Start,"Marcelino Oreja, 1st Marquis of Oreja",Spain
25050,788947757,Stub,Mario Amilivia,Spain
25051,788947775,Stub,María Martorell,Spain
25052,788947778,Stub,María Oltra,Spain
25053,788947800,Stub,Micaela Navarro,Spain
25054,788947824,Start,Miguel Ángel Cortés Martín,Spain
25055,788947858,Stub,Pedro María Azpiazu,Spain
25056,788947868,Stub,Pilar Brabo,Spain
25057,788947874,Stub,Presentación Urán González,Spain
25058,788947885,Stub,Rafael Arias-Salgado,Spain
25059,788947901,Stub,Ramón Aguirre Rodríguez,Spain
25060,788947909,Stub,Ramón Moreno Bustos,Spain
25061,788947912,Stub,Ricard Pérez Casado,Spain
25062,788947982,Stub,Salvador López Sanz,Spain
25063,788948003,Stub,Susana Camarero,Spain
25064,788948026,Stub,Vicente Albero,Spain
25065,788948041,Stub,Vicente Martínez-Pujalte,Spain
25066,788948905,Stub,Francisco Gaviña Ribelles,Spain
25067,788948917,Stub,José Luis Adsuar Ferrando,Spain
25068,788948924,Stub,Luis García Forcada,Spain
25069,788948928,Stub,Manuel Gallent Nicola,Spain
25070,788949320,Stub,Maria Antonia Armengol,Spain
25071,788950161,Stub,Güldal Akşit,Turkey
25072,788950403,C,İdris Baluken,Turkey
25073,788950413,Stub,Yahya Baş,Turkey
25074,788950419,Start,İnal Batu,Turkey
25075,788950423,Start,Süheyl Batum,Turkey
25076,788951381,Stub,Yüksel Coşkunyürek,Turkey
25077,788951494,Start,Ömer Dinçer,Turkey
25078,788951696,Stub,Murat Emir,Turkey
25079,788951990,Stub,Sami Güçlü,Turkey
25080,788952095,Start,Hilmi Güler,Turkey
25081,788952163,Stub,Pelin Gündeş Bakır,Turkey
25082,788952197,Stub,Fatoş Gürkan,Turkey
25083,788952207,Start,Leyla Güven,Turkey
25084,788953031,Start,Kadir Koçdemir,Turkey
25085,788953220,GA,Abdullah Rimawi,Palestinian Territory
25086,788954120,Stub,Bandula Lal Bandarigoda,Sri Lanka
25087,788954236,Stub,C. Chandrakanthan,Sri Lanka
25088,788954247,Stub,Cassim Faizal,Sri Lanka
25089,788954676,Stub,G. Krishnapillai,Sri Lanka
25090,788954901,Stub,Hasen Ali,Sri Lanka
25091,788954944,Stub,Hunais Farook,Sri Lanka
25092,788954950,Stub,Hussein Ahamed Bhaila,Sri Lanka
25093,788955283,Stub,K. Kodeeswaran,Sri Lanka
25094,788956047,Start,Suat Kılıç,Turkey
25095,788956210,Stub,Atilla Koç,Turkey
25096,788956318,Stub,Fatma Salman Kotan,Turkey
25097,788957138,Stub,Orhan Miroğlu,Turkey
25098,788957747,C,Umut Oran,Turkey
25099,788957932,Stub,M. H. Cegu Isadean,Sri Lanka
25100,788957954,Stub,M. H. M. Navavi,Sri Lanka
25101,788958325,Stub,"Ali Şahin (politician, born 1970)",Turkey
25102,788958342,Stub,Mahindananda Aluthgamage,Sri Lanka
25103,788958359,Stub,İdris Naim Şahin,Turkey
25104,788958388,Start,Saffet Sancaklı,Turkey
25105,788958568,Stub,Cemil Şeboy,Turkey
25106,788958628,Stub,Mohamed Rajabdeen,Sri Lanka
25107,788958654,Stub,Mujibur Rahman (Sri Lankan politician),Sri Lanka
25108,788958681,C,Edibe Sözen,Turkey
25109,788958716,Stub,İmdat Sütlüoğlu,Turkey
25110,788958790,Stub,Şamil Tayyar,Turkey
25111,788958799,Start,Gürsel Tekin,Turkey
25112,788958871,Start,Nimalan Soundaranayagam,Sri Lanka
25113,788958944,Stub,Bilal Uçar,Turkey
25114,788959027,Stub,P. Radhakrishnan,Sri Lanka
25115,788960074,C,Hamza Yerlikaya,Turkey
25116,788960131,GA,He Xiangning,China
25117,788960137,C,Liao Zhongkai,China
25118,788960294,Stub,Behçet Yıldırım,Turkey
25119,788960316,Start,Bengi Yıldız,Turkey
25120,788960329,Start,Taner Yıldız,Turkey
25121,788961138,Start,S. Jeyanandamoorthy,Sri Lanka
25122,788961201,Start,S. Nijamudeen,Sri Lanka
25123,788961515,Stub,Ali Coşkun,Turkey
25124,788961588,Stub,Zeki Ergezen,Turkey
25125,788961689,Start,Ediz Hun,Turkey
25126,788961785,Start,Lütfullah Kayalar,Turkey
25127,788961799,Start,Recai Kutan,Turkey
25128,788961825,Start,Nesrin Nas,Turkey
25129,788961848,Start,Ahmet Özal,Turkey
25130,788961864,Stub,"Ali Şahin (politician, born 1921)",Turkey
25131,788961871,Start,Mehmet Ali Şahin,Turkey
25132,788961926,Stub,Saidulla Marikkar,Sri Lanka
25133,788962477,Stub,Rashid Abdallah,Tanzania
25134,788962486,Stub,Abdul-Aziz Abood,Tanzania
25135,788962499,Stub,Abdalla Ali,Tanzania
25136,788962502,Stub,Juma Ali,Tanzania
25137,788962504,Stub,Mbarouk Ali,Tanzania
25138,788962507,Stub,Hussein Amar,Tanzania
25139,788962511,Stub,Abdallah Ameir,Tanzania
25140,788962514,Stub,Kheri Ameir,Tanzania
25141,788962520,Stub,Abdulsalaam Amer,Tanzania
25142,788962521,Stub,Said Arfi,Tanzania
25143,788962538,Stub,Idd Azzan,Tanzania
25144,788962541,Stub,Omary Badwel,Tanzania
25145,788962547,Stub,Salum Barwany,Tanzania
25146,788962552,Stub,Gosbert Blandes,Tanzania
25147,788962554,Stub,Lolesia Bukwimba,Tanzania
25148,788962559,Stub,Selemani Bungara,Tanzania
25149,788962566,Stub,Agripina Buyogera,Tanzania
25150,788962568,Stub,Saidi Bwanamdogo,Tanzania
25151,788962570,Stub,Jerome Bwanausi,Tanzania
25152,788962601,Start,Simon Wi Rutene,New Zealand
25153,788962638,Stub,Soma Kumari Tennakoon,Sri Lanka
25154,788962709,Stub,Kisyeri Chambiri,Tanzania
25155,788962714,Stub,Cyril Chami,Tanzania
25156,788962783,C,T. Maheswaran,Sri Lanka
25157,788962797,Stub,T. Thangavadivel,Sri Lanka
25158,788962806,Stub,Pindi Chana,Tanzania
25159,788962861,Stub,Thangeswary Kathiraman,Sri Lanka
25160,788962873,Stub,Thanmanpillai Kanagasabai,Sri Lanka
25161,788962932,Stub,John Cheyo,Tanzania
25162,788963085,Stub,V. Puththirasigamoney,Sri Lanka
25163,788963094,Stub,Amina Chifupa,Tanzania
25164,788963144,Stub,Mathias Chikawe,Tanzania
25165,788963302,Stub,Wijepala Hettiarachchi,Sri Lanka
25166,788963342,Stub,Christopher Chiza,Tanzania
25167,788963343,Stub,Muhammad Chomboh,Tanzania
25168,788963346,Stub,Amina Clement,Tanzania
25169,788963349,Stub,Hasnain Dewji,Tanzania
25170,788963378,Start,Hawa Ghasia,Tanzania
25171,788963381,Stub,Ali Juma Haji,Tanzania
25172,788963387,Stub,Khatib Haji,Tanzania
25173,788963434,Stub,Hamad Ali Hamad,Tanzania
25174,788963439,Stub,Aeshi Hilaly,Tanzania
25175,788963454,Stub,Terezya Huvisa,Tanzania
25176,788963473,Stub,Yahya Kassim Issa,Tanzania
25177,788963479,Stub,Waride Jabu,Tanzania
25178,788963484,Stub,Jaddy Simai Jaddy,Tanzania
25179,788963515,Stub,Juma Sururu Juma,Tanzania
25180,788963520,Stub,Hamoud Jumaa,Tanzania
25181,788963589,Stub,David Kafulila,Tanzania
25182,788963627,Start,Khamis Kagasheki,Tanzania
25183,788963649,Stub,Moshi Kakoso,Tanzania
25184,788963655,Stub,Innocent Kalogeris,Tanzania
25185,788963671,Stub,Titus Kamani,Tanzania
25186,788963675,Stub,Sinkamba Kandege,Tanzania
25187,788963681,Stub,Juma Kapuya,Tanzania
25188,788963689,Stub,Mariam Kasembe,Tanzania
25189,788963696,Stub,Sylvester Kasulumbayi,Tanzania
25190,788963706,Stub,Eustace Katagira,Tanzania
25191,788963710,Stub,Shukuru Kawambwa,Tanzania
25192,788963712,Stub,Vita Kawawa,Tanzania
25193,788963733,Stub,Stephen Kebwe,Tanzania
25194,788963735,Stub,Ally Keissy,Tanzania
25195,788963746,Stub,Kheir Khamis,Tanzania
25196,788963749,Stub,Sadifa Khamis,Tanzania
25197,788963752,Stub,Salim Khamis,Tanzania
25198,788963757,Stub,Yussuf Khamis,Tanzania
25199,788963766,Stub,Muhammed Seif Khatib,Tanzania
25200,788963771,Stub,Aliko Kibona,Tanzania
25201,788963789,Stub,Juma Hassan Killimbah,Tanzania
25202,788963873,Stub,Adel Abdel-Hamid,Egypt
25203,788963981,Stub,Modestus Kilufi,Tanzania
25204,788963984,Stub,Fuya Godwin Kimbita,Tanzania
25205,788964005,Stub,Charles Kitwanga,Tanzania
25206,788964013,Stub,Highness Kiwia,Tanzania
25207,788964018,Stub,Silvestry Koka,Tanzania
25208,788964047,C,A. Amirthalingam,Sri Lanka
25209,788964063,Stub,John Komba,Tanzania
25210,788964131,Stub,Kombo Khamis Kombo,Tanzania
25211,788964145,Stub,Suleiman Omar Kumchaya,Tanzania
25212,788964158,Stub,William Jonathan Kusila,Tanzania
25213,788964175,Start,A. L. Abdul Majeed,Sri Lanka
25214,788964179,Stub,Godbless Lema,Tanzania
25215,788964183,Stub,A. R. A. M. Abubucker,Sri Lanka
25216,788964194,Stub,James Lembeli,Tanzania
25217,788964196,Stub,A. Sivasunderam,Sri Lanka
25218,788964209,Stub,Castor Raphael Ligallama,Tanzania
25219,788964212,Stub,A. U. Romanis,Sri Lanka
25220,788964221,Stub,Festus Limbu,Tanzania
25221,788964263,Stub,Alphaxard Lugola,Tanzania
25222,788964271,Stub,Livingstone Lusinde,Tanzania
25223,788964280,Stub,John Lwanji,Tanzania
25224,788964283,Stub,Gerson Lwenge,Tanzania
25225,788964292,Stub,Clemence Beatus Lyamba,Tanzania
25226,788964313,Stub,Mahadhi Maalim,Tanzania
25227,788964359,Stub,Sylvester Mabumba,Tanzania
25228,788964376,Stub,Moses Machali,Tanzania
25229,788964394,Stub,Salvatory Machemli,Tanzania
25230,788964395,Stub,Arumugam Thondaman,Sri Lanka
25231,788964442,Stub,Ezekiel Maige,Tanzania
25232,788964469,Stub,Amos Makalla,Tanzania
25233,788964485,Stub,Ramo Makani,Tanzania
25234,788964540,Stub,Ignas Malocha,Tanzania
25235,788964546,Stub,Ramadhani Athumani Maneno,Tanzania
25236,788964551,Stub,Murtaza Mangungu,Tanzania
25237,788964560,Stub,Shanif Mansoor,Tanzania
25238,788964606,Stub,D. M. Dassanayake,Sri Lanka
25239,788964618,Stub,Hamad Masauni,Tanzania
25240,788964651,Stub,Stephen Masele,Tanzania
25241,788964689,Stub,Zubeir Ali Maulid,Tanzania
25242,788964773,Stub,Antony Mbassa,Tanzania
25243,788964797,Stub,G. Karunakaran,Sri Lanka
25244,788964822,Stub,James Mbatia,Tanzania
25245,788964826,Stub,Monica Ngezi Mbega,Tanzania
25246,788964830,Stub,Janet Mbene,Tanzania
25247,788964848,Stub,Halima Mdee,Tanzania
25248,788964868,Start,Gamini Lokuge,Sri Lanka
25249,788964869,Stub,Athuman Mfutakamba,Tanzania
25250,788964872,Stub,Feteh Saad Mgeni,Tanzania
25251,788964886,Stub,Mahmoud Mgimwa,Tanzania
25252,788964940,Stub,Laus Omar Mhina,Tanzania
25253,788964963,Stub,Zabein Mhita,Tanzania
25254,788965032,Stub,Desderius Mipata,Tanzania
25255,788965065,Stub,J. Thiviyanathan,Sri Lanka
25256,788965076,Stub,Faith Mitambo,Tanzania
25257,788965118,Stub,Felix Mkosamali,Tanzania
25258,788965166,C,Jeyaraj Fernandopulle,Sri Lanka
25259,788965176,Stub,Mustafa Mkulo,Tanzania
25260,788965250,Stub,Mohamed Mnyaa,Tanzania
25261,788965258,Stub,John Mnyika,Tanzania
25262,788965286,Stub,Rajab Mohammed,Tanzania
25263,788965338,Stub,Philip Mpango,Tanzania
25264,788965349,Stub,Luhaga Mpina,Tanzania
25265,788965389,Stub,Basil Mramba,Tanzania
25266,788965406,Start,Lakshman Jayakody,Sri Lanka
25267,788965446,Stub,Assumpter Mshama,Tanzania
25268,788965456,Stub,Peter Msigwa,Tanzania
25269,788965468,Stub,Peter Msolla,Tanzania
25270,788965482,Stub,Saidi Mtanda,Tanzania
25271,788965496,Stub,Abdul Mteketa,Tanzania
25272,788965519,Stub,Abbas Zuberi Mtemvu,Tanzania
25273,788965535,Stub,Mtutura A. Mtutura,Tanzania
25274,788965564,Stub,Fenella Mukangara,Tanzania
25275,788965644,GA,M. Alalasundaram,Sri Lanka
25276,788965668,Stub,Mussa Hassan Mussa,Tanzania
25277,788965881,Stub,Victor Mwambalaswa,Tanzania
25278,788965905,Stub,Salome Mwambu,Tanzania
25279,788965912,Stub,M. M. Zuhair,Sri Lanka
25280,788965934,Stub,Luckson Mwanjale,Tanzania
25281,788965964,Stub,Charles Mwijage,Tanzania
25282,788965990,Stub,Hussein Mwinyi,Tanzania
25283,788966074,Stub,Hussein Mzee,Tanzania
25284,788966112,Stub,Mary Nagu,Tanzania
25285,788966145,Stub,Jean François Mbaye,France
25286,788966157,Start,Nalanda Ellawala,Sri Lanka
25287,788966160,Stub,Nanda Gunasinghe,Sri Lanka
25288,788966222,Start,Anand Kumar (sociologist),India
25289,788966272,Stub,Joshua Nassari,Tanzania
25290,788966283,Stub,Yusuph Nassir,Tanzania
25291,788966286,Stub,P. Ganeshalingam,Sri Lanka
25292,788966292,Stub,Israel Natse,Tanzania
25293,788966333,Stub,P. Manicavasagam,Sri Lanka
25294,788966400,Stub,Richard Ndassa,Tanzania
25295,788966440,Stub,Isabelle Muller-Quoy,France
25296,788966447,Stub,Faustine Ndugulile,Tanzania
25297,788966472,Stub,Prince Casinader,Sri Lanka
25298,788966473,Stub,William Ngeleja,Tanzania
25299,788966480,Stub,R. Kuhaneswaran,Sri Lanka
25300,788966489,Stub,Stephen Ngonyani,Tanzania
25301,788966512,Stub,Ahmed Ngwali,Tanzania
25302,788966732,Stub,Phạm Hồng Thái,Vietnam
25303,788966747,Stub,Hassan Ngwilizi,Tanzania
25304,788966792,Stub,Juma Nkamia,Tanzania
25305,788966833,Stub,S. M. Manickarajah,Sri Lanka
25306,788966870,Stub,Albert Ntabaliba,Tanzania
25307,788966874,GA,S. Sivamaharajah,Sri Lanka
25308,788966884,Stub,Deogratias Ntukamazina,Tanzania
25309,788966895,Stub,Omari Nundu,Tanzania
25310,788966924,Stub,Nyambari Nyangwine,Tanzania
25311,788966932,Start,Sam Tambimuttu,Sri Lanka
25312,788966935,Stub,Vincent Nyerere,Tanzania
25313,788966948,Stub,Lameck Okambo,Tanzania
25314,788966958,Stub,Goodluck Ole-Medeye,Tanzania
25315,788967000,Stub,Christopher Ole-Sendeka,Tanzania
25316,788967029,Stub,Rashid Omar,Tanzania
25317,788967040,Stub,Suleiman Omar,Tanzania
25318,788967055,Stub,Meshack Opulukwa,Tanzania
25319,788967067,Stub,Saleh Pamba,Tanzania
25320,788967070,Stub,T. Ahambaram,Sri Lanka
25321,788967090,Stub,Abdallah Possi,Tanzania
25322,788967110,Stub,T. Rasalingam,Sri Lanka
25323,788967114,Stub,Ismail Rage,Tanzania
25324,788967140,Stub,Seif Rashidi,Tanzania
25325,788967169,Stub,Jason Rweikiza,Tanzania
25326,788967183,Stub,Abdulla Saadalla,Tanzania
25327,788967212,Stub,Said Suleiman Said,Tanzania
25328,788967221,Stub,Ramadhan Saleh,Tanzania
25329,788967287,Stub,Deo Sanga,Tanzania
25330,788967330,Stub,V. Balachandran (Sri Lankan politician),Sri Lanka
25331,788967341,GA,V. Dharmalingam,Sri Lanka
25332,788967390,GA,V. Yogeswaran,Sri Lanka
25333,788967485,Stub,Ali Khamis Seif,Tanzania
25334,788967492,Stub,Joseph Selasini Shao,Tanzania
25335,788967503,Stub,Peter Serukamba,Tanzania
25336,788967516,Stub,Ahmed Shabiby,Tanzania
25337,788967590,Stub,Haroub Shamis,Tanzania
25338,788967603,Stub,Henry Shekifu,Tanzania
25339,788967776,Stub,Beatrice Shellukindo,Tanzania
25340,788967812,Start,Lal Bahadur Basnet,India
25341,788967845,Start,A. Thiagarajah,Sri Lanka
25342,788967848,Stub,B. Neminathan,Sri Lanka
25343,788967857,B,Han Shizhong,China
25344,788967858,Stub,C. X. Martyn,Sri Lanka
25345,788967889,Stub,P. R. Selvanayagam,Sri Lanka
25346,788967908,Stub,S. Thambirajah,Sri Lanka
25347,788968808,Stub,John Shibuda,Tanzania
25348,788968839,Stub,Pereira Silima,Tanzania
25349,788968859,Start,Alexander Kikin,Russia
25350,788968870,Start,Chen Wenlong,China
25351,788968880,Stub,David Silinde,Tanzania
25352,788968894,Stub,Sophia Simba,Tanzania
25353,788969049,Stub,Samuel Sitta,Tanzania
25354,788969081,Stub,Jitu Soni,Tanzania
25355,788969097,Start,Haroun Suleiman,Tanzania
25356,788969110,Stub,Suleiman M. Suleiman,Tanzania
25357,788969126,Stub,Shaffin Sumar,Tanzania
25358,788969148,Stub,Jeremiah Sumari,Tanzania
25359,788969165,Stub,Kaika Telele,Tanzania
25360,788969188,Stub,Gregory Teu,Tanzania
25361,788969243,Stub,Salim Turky,Tanzania
25362,788969308,Stub,Ezekia Wenje,Tanzania
25363,788969369,Stub,Godfrey Zambi,Tanzania
25364,788969473,Start,Carl Schlyter,Sweden
25365,788969579,Stub,Gulan Avci,Sweden
25366,788969663,Stub,Jens Holm,Sweden
25367,788969854,Stub,Selemani Zedi,Tanzania
25368,788969900,Stub,Mikaela Valtersson,Sweden
25369,788969912,Start,Nils Lundgren,Sweden
25370,788969952,Stub,Peter Eriksson (politician),Sweden
25371,788969954,Stub,Said Zubeir,Tanzania
25372,788969974,Stub,Mussa Zungu,Tanzania
25373,788969993,Stub,Ahmed Salum,Tanzania
25374,788970550,Stub,Stefan Flod,Sweden
25375,788970575,Stub,Gun Svensson,Sweden
25376,788970904,Stub,Dennis Young (Papua New Guinean politician),Papua New Guinea
25377,788971356,Stub,Gunilla Wahlén,Sweden
25378,788971401,Stub,Ingemar Vänerlöv,Sweden
25379,788971416,Start,Jonas Sjöstedt,Sweden
25380,788971435,Stub,Lars Werner,Sweden
25381,788971439,Stub,Lennart Beijer,Sweden
25382,788971470,Stub,Maria Wetterstrand,Sweden
25383,788971518,Start,Olle Wästberg,Sweden
25384,788971555,Stub,Stefan Attefall,Sweden
25385,788971591,Stub,Yvonne Andersson,Sweden
25386,788972202,Start,Gaspar de Espinosa,Spain
25387,788972336,Stub,Lars Ångström,Sweden
25388,788972378,Stub,Christopher Iga,Uganda
25389,788972461,Start,Nasser Sebaggala,Uganda
25390,788972566,Start,Erias Lukwago,Uganda
25391,788972681,Stub,Hezekiah Chibulunje,Tanzania
25392,788972792,Stub,John Chiligati,Tanzania
25393,788972927,Stub,Lawrence Gama,Tanzania
25394,788972932,Stub,Parmukh Singh Hoogan,Tanzania
25395,788972937,Stub,Diodorus Kamala,Tanzania
25396,788972942,Stub,Abdallah Kigoda,Tanzania
25397,788972999,Stub,Milton Mahanga,Tanzania
25398,788973010,Start,Kighoma Malima,Tanzania
25399,788973017,Stub,Philip Marmo,Tanzania
25400,788973021,Stub,Wilson Masilingi,Tanzania
25401,788973027,Stub,Simon Mbilinyi,Tanzania
25402,788973031,Stub,Mariam Mfaki,Tanzania
25403,788973041,Stub,Mohamed Missanga,Tanzania
25404,788973046,Stub,Nimrod Mkono,Tanzania
25405,788973048,Stub,Herbert Mntangi,Tanzania
25406,788973626,Stub,Hasnain Murji,Tanzania
25407,788973727,Stub,David Mwakyusa,Tanzania
25408,788973757,Stub,Aggrey Mwanri,Tanzania
25409,788973793,Stub,Philemon Ndesamburo,Tanzania
25410,788973804,Stub,Said Nkumba,Tanzania
25411,788973825,Stub,Lucy Nkya,Tanzania
25412,788973880,Stub,Masoud Salim,Tanzania
25413,788973886,Stub,Muhammad Sanya,Tanzania
25414,788973912,Stub,Abdulkarim Shah,Tanzania
25415,788973927,Start,Jennie Eirian Davies,United Kingdom
25416,788976166,Start,Anar Mammadkhanov,Azerbaijan
25417,788976235,Stub,Anara Naeem,Maldives
25418,788976365,C,William Henry Bramble,Montserratian
25419,788976529,Stub,Nadia Yassine,Morocco
25420,788977499,C,Paul Wittich (politician),Hungary
25421,788982953,Stub,Ahmet Kaşif,Cyprus
25422,788983826,Start,Eberhard von Danckelmann,Germany
25423,788984082,Start,Anastasia Dimitrova-Moser,Bulgaria
25424,788988278,Stub,Yahya Hammuda,Palestinian Territory
25425,788988478,Start,Yamao Yōzō,Japan
25426,788989059,Start,Ye Chunji,China
25427,788989485,Start,Johann Wittenborg,Germany
25428,788989718,Start,Wladimir S. Woytinsky,Russia
25429,788989755,Stub,Anatol Chiriac,Moldova
25430,788989847,Start,Yokoi Shōnan,Japan
25431,788990113,Start,Anatol Petrencu,Moldova
25432,788990765,Start,Yuan Haowen,China
25433,788990781,Start,Karin Wolff,Germany
25434,788990804,Start,Yuan Zhongdao,China
25435,788993784,Stub,Zhou Yang (literary theorist),China
25436,788994373,Stub,Anatoly Guzhvin,Russia
25437,788994572,Stub,Anatoly Kashpirovsky,Russia
25438,788995183,C,Nataša Mićić,Serbia
25439,788997606,Start,Wuraola Esan,Nigeria
25440,788999424,Stub,Ali II of Bornu,Chad
25441,789002256,C,Carmen Kass,Estonia
25442,789002584,Start,Francisco Tobar García,Ecuador
25443,789002880,Start,Luis Yanza,Ecuador
25444,789002930,Start,Anchen Dreyer,South Africa
25445,789002958,Start,Elizabeth Adekogbe,Nigeria
25446,789006953,Start,Konni Zilliacus (senior),Finland
25447,789008719,C,Yuan Jie,China
25448,789009266,Stub,Justin Catayée,French Guiana
25449,789009442,Stub,Jean Chamant,France
25450,789009488,Stub,Yun Yeong-ryeol,"Korea, South"
25451,789009679,Stub,Joseph Conombo,Burkina Faso
25452,789009799,Stub,Georges Coudray,France
25453,789009847,C,Yury Shutov,Russia
25454,789013817,Start,Kálmán Ghyczy,Hungary
25455,789015675,Stub,Zhan Ziqian,China
25456,789015812,C,Titi Camara,Guinea
25457,789016925,Stub,Aram Achekbashian,Armenia
25458,789017952,Stub,Xhelal Pasha Zogolli,Albania
25459,789019492,Stub,Leopoldo Zunini,Italy
25460,789020318,Start,Andal Ampatuan Jr.,Philippines
25461,789020852,Stub,Móric Esterházy,Hungary
25462,789024343,Start,Murat Akhedzhak,Russia
25463,789024934,Start,Elías Fernández Albano,Chile
25464,789027135,Start,Azar Majedi,Iran
25465,789029085,Stub,Niels Winther Poulsen,Faroese
25466,789029884,Stub,Gusztáv Vizsolyi,Hungary
25467,789034030,Stub,Barbu Știrbey,Romania
25468,789034860,Stub,Henri Julien Allard,Belgium
25469,789036947,Start,Dawid Kruiper,South Africa
25470,789039267,Stub,Raul Eshba,Abkhazia
25471,789041754,Start,Zaruhi Postanjyan,Armenia
25472,789044614,Stub,Andre Nobbs,Australia
25473,789048046,Start,Yamagata Isaburō,Japan
25474,789048940,Start,"Juan de Tassis, 1st Count of Villamediana",Spain
25475,789052945,Start,Andrea Gill,Belize
25476,789055482,Start,Andrea Maffei,Italy
25477,789056277,Stub,Tony Lovink,Netherlands
25478,789062429,Start,Andreas Carlgren,Sweden
25479,789062611,Start,Andreas Christou,Cyprus
25480,789063638,Start,Francisco Pérez de Burgos,Spain
25481,789065452,Start,Julia Bonk,Germany
25482,789068438,Stub,Andreas Zimboulakis,Cyprus
25483,789069336,Start,Andrei Budberg,Russia
25484,789069793,Start,Andrei Eșanu,Moldova
25485,789069809,Start,Pierre Bourgault,Canada
25486,789070292,Start,Andrei Ivanțoc,Moldova
25487,789072979,Start,Andrej Einspieler,Carniolan
25488,789073582,Start,Andrej Žernovski,Macedonia
25489,789074546,Stub,Andres Lipstok,Estonia
25490,789081421,Stub,Pierre Person,France
25491,789081462,C,Sammy Duddy,Ireland
25492,789081956,Stub,Hussein Serry Pasha,Egypt
25493,789082170,Stub,Valérie Petit,France
25494,789082303,Stub,Ibrahim Abdel Hady Pasha,Egypt
25495,789082718,Stub,Mamdouh Salem,Egypt
25496,789084252,Stub,Yasuko Ikenobō,Japan
25497,789085671,Start,William Rees-Davies (Conservative politician),United Kingdom
25498,789092489,Start,"MPs elected in the Ghanaian parliamentary election, 1969",Ghana
25499,789092705,C,Alexander Isaakovich Gelman,Russia
25500,789092767,C,William Waddington,France
25501,789093571,C,John Mensah Sarbah,Ghana
25502,789093991,Start,Remi Sonaiya,Nigeria
25503,789094188,Start,Andrew Kuan,Singapore
25504,789094282,Start,Skarbimir,Poland
25505,789094827,Stub,Andrew Langa,Zimbabwe
25506,789095526,Stub,Markus Büchel,Liechtenstein
25507,789096565,Stub,Andrew Lungay,Sierra Leone
25508,789096688,Stub,Andrew Lysaght Sr.,Australia
25509,789097842,Stub,Ivi Eenmaa,Estonia
25510,789098398,Start,Ahmed Inaz,Maldives
25511,789099867,C,Chris Carter (politician),New Zealand
25512,789100781,Stub,Éric Alauzet,France
25513,789100859,Stub,Émilie Cariou,France
25514,789102318,Start,Václav Hampl,Czech Republic
25515,789111001,Stub,Andrew Turay,Sierra Leone
25516,789112111,Stub,"Kate Rock, Baroness Rock",United Kingdom
25517,789114494,C,Eduardo Mondlane,Mozambique
25518,789114546,Start,Bal Bahadur K.C.,Nepal
25519,789115939,Stub,Andrey Denisov,Russia
25520,789116763,Start,Andrey Korotkov,Russia
25521,789117364,Start,Andrey Molchanov (businessman),Russia
25522,789120101,C,Andries Stockenström (judge),Cape Colony
25523,789120205,Stub,Lætitia Avia,France
25524,789121230,Start,Laura Harmon,Ireland
25525,789121281,Stub,Josephine Hilda Addo,Ghana
25526,789121833,C,Andriy Atanasovych Melnyk,Ukraine
25527,789122493,Start,Andriy Kozhemiakin,Ukraine
25528,789125839,C,Hamani Diori,Niger
25529,789126126,Stub,Arabi El Goni,Chad
25530,789126197,Start,Georges Theunis,Belgium
25531,789126230,C,Bobby Pacquiao,Philippines
25532,789127308,Start,Androulla Vassiliou,Cyprus
25533,789128715,C,Andrzej Lepper,Poland
25534,789129086,Stub,Hamadoun Dicko,Mali
25535,789130752,Stub,András Nemény,Hungary
25536,789131611,B,André-Marie Mbida,Cameroon
25537,789134466,Start,André Cools,Belgium
25538,789136569,Stub,Dermot Honan,Ireland
25539,789138186,Start,André Hoffmann (politician),Luxembourg
25540,789138304,Start,Manó Andrássy,Hungary
25541,789138700,Start,Tras Honan,Ireland
25542,789139087,C,Partap Singh Kairon,India
25543,789139276,Start,André Kvakkestad,Norway
25544,789140790,C,André Mba Obame,Gabon
25545,789141566,C,André Okombi Salissa,Congo
25546,789143216,Start,Fiifi Fiavi Kwetey,Ghana
25547,789143472,Stub,André Simonazzi,Switzerland
25548,789143954,Start,Lajos Für,Hungary
25549,789145138,Stub,Enda Bonner,Ireland
25550,789145190,Start,John Hanafin,Ireland
25551,789145783,Stub,Andrés Allamand,Chile
25552,789146057,Start,List of Presidents of Israel,Israel
25553,789146486,Start,Andrés Chadwick,Chile
25554,789147464,Start,Andrés González Díaz,Colombia
25555,789149335,Stub,Andrés Pascal Allende,Chile
25556,789150016,Stub,Andrés Vallejo,Ecuador
25557,789150159,Start,Andrés Ycaza Mantilla,Ecuador
25558,789150177,C,Andrés Zaldívar,Chile
25559,789152104,Start,James B. Lynch,Ireland
25560,789152590,Start,Ned O'Keeffe,Ireland
25561,789152676,Stub,Hugh Byrne (Fianna Fáil politician),Ireland
25562,789152847,C,Ivor Callely,Ireland
25563,789159330,Start,Michael O'Higgins,Ireland
