,rev_id,article_quality,page,country,population,region
28714,742718944,C,Rubén Jaramillo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28715,743678577,C,Juan Bandini,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28716,743681693,Start,José Antonio Estudillo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28717,743694777,Stub,Emperor of Mexico,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28718,743818780,Stub,Flora Guerrero,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28719,743856663,Stub,Jesús León Santos,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28720,744117606,Start,Fernando Solana,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28721,744295196,Stub,Guadalupe Borja,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28722,744454070,Start,José María Montoya (diplomat),Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28723,744466173,Stub,Joaquín Gamboa Pascoe,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28724,744600750,Start,Roberto V. Pesqueira,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28725,745125123,Stub,Santiago Fierro Fierro,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28726,745251506,Start,Teresa Villarreal,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28727,745280055,Stub,Victoriano Salado Álvarez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28728,745636441,Stub,José Chavéz y Castillo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28729,746262038,Stub,Teresa García de Madero,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28730,747090553,Stub,Rafael Zubarán Capmany,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28731,747749471,Start,Tatiana Clouthier,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28732,747816168,Stub,Juan Velázquez Tlacotzin,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28733,748019396,Start,Carlos Loret de Mola Mediz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28734,748113497,C,María de los Ángeles Pineda Villa,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28735,752064430,Stub,Eduardo Ibarrola Nicolín,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28736,754156822,Stub,Hugo B. Margáin,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28737,755267402,Stub,José Gómez Gordóa,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28738,755318282,Stub,Jorge Guajardo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28739,755577812,Stub,Rodolfo Montiel Flores,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28740,755710269,Stub,Garcia de Leon family of Mexico,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28741,755779480,Start,Edelmiro Cavazos Leal,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28742,757144462,Stub,Gabriela Aguilar García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28743,757144637,Stub,Marco Antonio Martinez Dabdoub,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28744,757145986,Stub,Abundio Peregrino García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28745,757146386,Stub,Alejandro González Yáñez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28746,757146811,Stub,Anuario Luis Herrera Solís,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28747,757146887,Stub,Armando Chavarría Barrera,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28748,757146905,Stub,Armando García Méndez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28749,757147057,Stub,Arturo Zamora Jiménez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28750,757147064,Stub,Arturo de la Garza Tijerina,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28751,757147197,Stub,Benjamín Clariond,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28752,757147443,Stub,Carlos Alberto Flores Gutiérrez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28753,757148792,Stub,César Jáuregui Robles,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28754,757149034,Stub,David Monreal Ávila,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28755,757149060,Stub,David Sánchez Camacho,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28756,757149088,Stub,Delio Hernández Valadés,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28757,757149379,Stub,Enrique Garza Támez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28758,757149544,C,Jesús Manuel Lara Rodríguez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28759,757149921,Stub,Fernando Díaz de la Vega,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28760,757149949,Stub,Fernando Margáin,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28761,757150124,Stub,Francisco Esparza Hernández,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28762,757150129,Stub,Francisco Espinosa Ramos,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28763,757150184,Stub,Francisco Javier Flores Chávez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28764,757150230,Stub,Francisco Moreno Merino,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28765,757150257,Stub,Francisco Xavier Berganza,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28766,757150472,Stub,Gerardo del Mazo Morales,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28767,757150994,Stub,Herón Escobar,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28768,757150997,Stub,Hilario Esquivel Martínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28769,757151418,Stub,Héctor Miguel Bautista López,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28770,757151471,Start,Héctor Ortiz Ortiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28771,757151514,Stub,Héctor Roblero Gordillo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28772,757151795,Stub,Jacinto Gómez Pasillas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28773,757151817,Stub,Jaime Arturo Vázquez Aguilar,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28774,757151825,Stub,Jaime Bonilla Valdez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28775,757151844,Stub,Jaime Cárdenas Gracia,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28776,757152203,Stub,Joaquín Vela González,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28777,757152238,Stub,Joel Padilla Peña,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28778,757153064,Stub,José Alberto Benavides,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28779,757153168,Stub,José Angelino Caamal,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28780,757153171,Start,José Antonio Aguilar Bodegas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28781,757153244,Stub,José Antonio Calderón Cardoso,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28782,757153292,Stub,José Arturo López Cándido,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28783,757153565,Stub,José Isabel Meza Elizondo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28784,757153610,Stub,José Luis Flores Méndez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28785,757153622,Stub,José Luis Lobato (politician),Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28786,757153678,Stub,José Manuel del Río,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28787,757153690,Stub,José María Anaya Ochoa,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28788,757154697,Stub,Luis Alberto Villarreal,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28789,757154725,Stub,Luis Antonio González Roldán,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28790,757155008,Stub,Manuel Cárdenas Fonseca,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28791,757155117,Stub,Marco Antonio Blásquez Salinas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28792,757172406,Stub,Mario di Costanzo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28793,757172833,Stub,Martín Palacios Calderón,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28794,757173615,Stub,Miguel Ángel Jiménez Godínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28795,757173910,Stub,Orlando García Flores,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28796,757173960,Stub,Pablo Leopoldo Arreola Ortega,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28797,757174187,Stub,Pedro Vázquez González,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28798,757174205,Stub,Primitivo Ríos Vázquez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28799,757174249,Stub,Rafael Ochoa Guzmán,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28800,757174476,Stub,René Fujiwara,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28801,757174723,Stub,Rodolfo Solís Parga,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28802,757174860,Stub,Rubén Aguilar Jiménez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28803,757174869,Stub,Rubén Félix Hays,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28804,757174931,Stub,Salvador Escobedo Zoletto,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28805,757175028,Stub,Santiago Pedro Cortés,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28806,757175106,Stub,Silvano Garay Ulloa,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28807,757175389,Stub,Víctor Antonio García Dávila,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28808,757175683,Stub,Óscar González Yáñez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28809,757189978,Stub,María Elyd Sáenz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28810,757213180,Start,Addy Joaquín Coldwell,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28811,757213200,Stub,Adela Cerezo Bautista,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28812,757213301,Stub,Adela Graniel Campos,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28813,757213304,Stub,Adela Robles Morales,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28814,757213307,Stub,Adriana Castelán Macías,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28815,757213311,Stub,Adriana Díaz Contreras,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28816,757213314,Stub,Adriana Fuentes Téllez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28817,757213319,Stub,Adriana Hernández Íñiguez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28818,757213327,Stub,Adriana Hinojosa Céspedes,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28819,757213332,Stub,Adriana Rodríguez Vizcarra,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28820,757213333,Stub,Adriana Sarur,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28821,757213338,Stub,Adriana Vieyra Olivares,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28822,757213345,Stub,Alba Leonila Méndez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28823,757213356,Stub,Alfa González Magallanes,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28824,757213358,Stub,Alicia Ricalde Magaña,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28825,757213365,Stub,Alicia Rodríguez Martínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28826,757213368,Stub,Alicia Zamora Villalva,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28827,757213371,Stub,Alliet Mariana Bautista,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28828,757213373,Stub,Alma Arroyo Ruiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28829,757213378,Stub,Alma Edwviges Alcaraz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28830,757213379,Stub,Alma Hilda Medina Macías,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28831,757213381,Start,Alma Lilia Luna Munguía,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28832,757213382,Stub,Alma Marina Vitela,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28833,757213383,Stub,Alma Xóchil Cardona,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28834,757213396,Stub,Alín Nayely de Jesús Sánchez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28835,757213402,Stub,Amira Griselda Gómez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28836,757213406,Stub,Ana Elia Paredes Arciga,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28837,757213408,Stub,Ana Elisa Pérez Bolaños,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28838,757213409,Stub,Ana Estela Durán Rico,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28839,757213417,Stub,Ana Lilia Garza Cadena,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28840,757213433,Stub,Ana Luz Lobato,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28841,757213435,Stub,Ana María Ramírez Cerda,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28842,757213447,Stub,Ana María Rojas Ruiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28843,757213478,Stub,Ana Teresa Velázquez Beeck,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28844,757213480,Stub,Ana Yurixi Leyva Piñón,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28845,757213486,Stub,Anel Patricia Nava Pérez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28846,757213492,Stub,Angelina Carreño Mijares,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28847,757213497,Stub,Angelina Sánchez Valdez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28848,757213504,Stub,Angélica De la Peña Gómez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28849,757213505,Stub,Angélica Melchor Vásquez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28850,757213553,Stub,Araceli Torres Flores,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28851,757213555,Stub,Aracely Escalante Jasso,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28852,757213556,Stub,Aranzazú Quintana,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28853,757213558,Stub,Arcelia Arredondo García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28854,757213560,Stub,Areli Madrid Tovilla,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28855,757213573,Stub,Augusta Díaz de Rivera,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28856,757213574,Stub,Aurora Aguilar Rodríguez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28857,757213577,Stub,Aurora Ugalde,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28858,757213579,Stub,Aída Marina Arvizu Rivas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28859,757213582,Stub,Aída Valencia,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28860,757213606,Stub,Beatriz Eugenia García Reyes,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28861,757213626,Stub,Beatriz Grande López,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28862,757213627,Stub,Beatriz Manrique Guevara,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28863,757213633,Stub,Beatriz Yamamoto Cázarez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28864,757213639,Stub,Bibiana Rodríguez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28865,757213647,Stub,Blanca Estela Gómez Carmona,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28866,757213650,Stub,Blanca Estela Jiménez Hernández,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28867,757213655,Stub,Blanca Judith Díaz Delgado,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28868,757213657,Stub,Blanca Luna Becerril,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28869,757213658,Stub,Blanca María Villaseñor,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28870,757213661,Stub,Blanca Soria Morales,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28871,757213663,Stub,Blanca Soto Plata,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28872,757213670,Stub,Brenda María Alvarado Sánchez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28873,757213674,Stub,Bárbara Romo Fonseca,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28874,757213680,Stub,Caritina Sáenz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28875,757213684,Stub,Carla Padilla Ramos,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28876,757213686,Stub,Carla Reyes Montiel,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28877,757213687,Stub,Carmen Guadalupe Fonz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28878,757213688,Stub,Carmen Pérez Camarena,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28879,757213694,Stub,Carolina García Cañón,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28880,757213697,Stub,Carolina Gudiño Corro,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28881,757213720,Stub,Carolina Viggiano,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28882,757213726,Stub,Cecilia Laviada Hernández,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28883,757213734,Stub,Cecilia Soledad Arévalo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28884,757213737,Stub,Celia García Ayala,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28885,757213739,Stub,Celia Isabel Gauna Ruiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28886,757213753,Stub,Celita Alamilla,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28887,757213760,Stub,Cinthya Valladares Couoh,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28888,757213762,Stub,Clara Gómez Caro,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28889,757213763,Stub,Claudia Anaya Mota,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28890,757213765,Stub,Claudia Caballero Chávez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28891,757213771,Stub,Claudia Delgadillo González,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28892,757213773,Stub,Claudia Elizabeth Bojórquez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28893,757213779,Stub,Claudia Sánchez Juárez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28894,757213781,Stub,Concepción González Molina,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28895,757213784,Stub,Concepción Ojeda Hernández,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28896,757213789,Stub,Consuelo Argüelles Loya,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28897,757213794,Stub,Cora Cecilia Pinedo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28898,757213797,Stub,Cristabell Zamora,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28899,757213804,Stub,Cristina González Cruz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28900,757213808,Stub,Crystal Tovar Aragón,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28901,757213818,Stub,Daisy Hernández Gaytán,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28902,757213828,Stub,Daniela Nadal Riquelme,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28903,757213833,Start,Delia Guerrero Coronado,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28904,757213834,Stub,Delvim Fabiola Bárcenas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28905,757213836,Stub,Diana Patricia González Soto,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28906,757213837,Stub,Diana Pérez de Tejada,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28907,757213838,Stub,Diana Velázquez Ramírez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28908,757213842,Stub,Dina Herrera Soto,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28909,757213848,Stub,Dolores Manuell Gómez Angulo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28910,757213849,Stub,Dolores Názares Jerónimo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28911,757213850,Stub,Dolores Rodríguez Sabido,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28912,757213854,Stub,Dora Martínez Valero,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28913,757213864,Stub,Dulce María Muñíz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28914,757213867,Start,Dulce María Sauri Riancho,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28915,757213871,Stub,Edith Escobar Camacho,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28916,757213876,Stub,Elda Gómez Lugo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28917,757213882,Stub,Elia Hernández Núñez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28918,757213886,Stub,Elizabeth Morales García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28919,757213889,Stub,Elizabeth Vargas Martín,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28920,757213890,Stub,Elizabeth Yáñez Robles,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28921,757213893,Stub,Elsa Martínez Peña,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28922,757213896,Stub,Elsa Patricia Araujo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28923,757213906,Stub,Elvia Hernández García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28924,757213912,Stub,Elvia María Pérez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28925,757213921,Stub,Elvira Olivas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28926,757213922,Stub,Elvira Pola Figueroa,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28927,757213931,Stub,Emilia Gómez Bravo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28928,757213933,Stub,Emilse Miranda Munive,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28929,757213935,Stub,Emma Larios Gaxiola,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28930,757213939,Stub,Enoé Uranga,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28931,757213941,Stub,Erika Funes Velázquez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28932,757213944,Stub,Erika Galván Rivas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28933,757213947,Stub,Erika Larregui Nagel,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28934,757213949,Stub,Erika Spezia Maldonado,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28935,757213953,Stub,Eréndira Cova Brindis,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28936,757213955,Stub,Esmeralda Cárdenas Sánchez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28937,757213958,Start,Esthela Ponce Beltrán,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28938,757213959,Stub,Esther Angélica Martínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28939,757213960,Stub,Esther Quintana Salinas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28940,757213962,Stub,Esveida Bravo Martínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28941,757213971,Stub,Eva Contreras Sandoval,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28942,757213973,Stub,Eva Diego Cruz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28943,757213980,Stub,Fany Pérez Gutiérrez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28944,757213982,Stub,Filomena Margaiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28945,757213983,Start,Flor Ayala,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28946,757213985,Stub,Flor Añorve Ocampo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28947,757213988,Stub,Flor Pedraza Aguilera,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28948,757213992,Stub,Florentina Ocegueda,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28949,757213993,Stub,Florentina Rosario Morales,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28950,757213994,Stub,Francisca Elena Corrales,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28951,757213995,Stub,Frida Rosas Peralta,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28952,757213999,Stub,Fátima Gómez Montero,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28953,757214003,Stub,Gabriela Medrano Galindo,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28954,757214006,Stub,Gabriela Ortiz Martínez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28955,757214008,Stub,Gabriela Ruiz del Rincón,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28956,757214009,Start,Georgina Trujillo Zentella,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28957,757214011,Stub,Georgina Zapata Lucero,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28958,757214016,Stub,Geraldine Ramírez Zollino,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28959,757214034,Stub,Gloria Bautista Cuevas,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28960,757214037,Stub,Gloria Elizabeth Núñez Sánchez,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28961,757214038,Stub,Gloria Lavara,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28962,757214045,Stub,Gloria Luna Ruiz,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28963,757214047,Stub,Gloria María Perroni,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28964,757214066,Stub,Gloria Porras Valles,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28965,757214068,Stub,Gloria Rasgado Corsi,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28966,757214070,Stub,Gloria Romero León,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
28967,757214071,Stub,Gloria Valenzuela García,Mexico,127.792,LATIN AMERICA AND THE CARIBBEAN
