,page,country,rev_id,quality,population,region
22788,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,Start,,
22841,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,
22876,John McChlery,Rhodesian,787854502,Stub,,
22937,Timco Mucunski,Macedonia,787914897,Start,,
22965,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352,Start,,
22970,Luboš Dobrovský,Czech Republic,787952395,Stub,,
22973,Bedřich Moldan,Czech Republic,787952868,Stub,,
22976,Diane Lewis (Guernsey legislator),Guernsey,787954113,Stub,,
22977,Wendy Morgan (politician),Guernsey,787954138,Stub,,
22980,Sarah Craig Ferguson,Jersey,787955357,Start,,
22981,Wendy Kinnard,Jersey,787955613,Stub,,
22983,Iris Le Feuvre,Jersey,787956265,Start,,
22984,Judy Martin (politician),Jersey,787956300,Stub,,
22985,Kristina Moore,Jersey,787956364,Start,,
22986,Susan Pinel,Jersey,787956392,Stub,,
22987,Shona Pitman,Jersey,787956492,Stub,,
22988,Anne Pryke,Jersey,787956513,Stub,,
22989,Corrie Stein,Jersey,787956597,Stub,,
22991,Tracey Vallois,Jersey,787957954,Stub,,
23001,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,Start,,
23004,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333,Start,,
23010,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,
23040,Gabriela Konevska-Trajkovska,Macedonia,787991725,Stub,,
23041,Ilinka Mitreva,Macedonia,787991780,Stub,,
23055,Igor Džundev,Macedonia,788000145,Stub,,
23089,Martin Palouš,Czech Republic,788015952,Start,,
23093,Milena Pires,East Timorese,788017619,Start,,
23118,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,
23124,Ljube Boškoski,Macedonia,788026057,C,,
23156,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,
23169,Youssouf Bakayoko,Ivorian,788065543,Stub,,
23192,Thomas Charles Scanlen,Cape Colony,788098639,C,,
23207,Hermann Zwierzina,Czech Republic,788121309,Stub,,
23287,Eduard Zeman,Czech Republic,788178766,Stub,,
23359,Clement Arrindell,Saint Kitts and Nevis,788231533,Start,,
23369,Template:CzechRepublic-politician-stub,Czech Republic,788238312,Stub,,
23372,Apenera Short,Cook Island,788240713,Start,,
23397,Doroteo Vasconcelos,Salvadoran,788264133,GA,,
23474,Harold Smedley,Pitcairn Islands,788318957,Start,,
23478,Chantal Compaoré,Ivorian,788330706,GA,,
23494,Saul Solomon,Cape Colony,788361321,C,,
23541,Richard Bienert,Czech Republic,788410657,Start,,
23553,Désiré Tagro,Ivorian,788421683,Start,,
23585,Peter de Havilland,Guernsey,788446515,C,,
23586,Alfredo Cristiani,Salvadoran,788447923,C,,
23590,Alfredo Pires,East Timorese,788450147,Stub,,
23603,Mamadou Koulibaly,Ivorian,788462808,C,,
23610,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,
23674,Pascal Affi N'Guessan,Ivorian,788498433,C,,
23676,Mana Strickland,Cook Island,788499686,Start,,
23733,Tommy Remengesau,Palauan,788566799,C,,
23734,Thomas Remengesau Sr.,Palauan,788566961,Stub,,
23737,Ngiratkel Etpison,Palauan,788567219,Start,,
23792,Tony Tuimavave,Samoan,788649434,Start,,
23820,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,Start,,
23878,Thomas Upington,Cape Colony,788717893,C,,
23933,Zoran Veruševski,Macedonia,788727080,Stub,,
23935,Alvina Reynolds,Saint Lucian,788727127,Stub,,
24686,Étienne Djaument,Ivorian,788825623,Stub,,
24697,Victor Biaka Boda,Ivorian,788825785,Stub,,
24744,Loubo Augustin Djessou,Ivorian,788827789,Stub,,
24763,Rahila Al Riyami,Omani,788828342,Stub,,
25406,William (Smiley) Heather,Cook Island,788897273,Start,,
25407,Rose Toki-Brown,Cook Island,788897549,Stub,,
25409,Teina Bishop,Cook Island,788898457,Start,,
25412,Pumati Israela,Cook Island,788899523,Stub,,
26001,William Henry Bramble,Montserratian,788976365,C,,
26048,Niels Winther Poulsen,Faroese,789029085,Stub,,
26053,Raul Eshba,Abkhazia,789039267,Stub,,
26070,Andrej Einspieler,Carniolan,789072979,Start,,
26071,Andrej Žernovski,Macedonia,789073582,Start,,
26098,Václav Hampl,Czech Republic,789102318,Start,,
26106,Andries Stockenström (judge),Cape Colony,789120101,C,,
26237,Robert Wynyard,Cape Colony,789258720,C,,
26276,Ivan Lorković,Carniolan,789263095,Start,,
26540,Janko Kersnik,Carniolan,789273199,Start,,
27159,Bjørt Samuelsen,Faroese,789306157,Start,,
27214,Jenis av Rana,Faroese,789307497,Start,,
27215,Heðin Mortensen,Faroese,789307569,Start,,
27216,Rasmus Effersøe,Faroese,789307632,Start,,
27221,Trygvi Samuelsen,Faroese,789308387,Start,,
27222,Eilif Samuelsen,Faroese,789308554,Stub,,
27281,Jógvan Skorheim,Faroese,789310556,Start,,
27397,Alu Alkhanov,Chechen,789327678,C,,
27407,Adam Delimkhanov,Chechen,789328171,Start,,
27408,Alexander Dzasokhov,Ossetian,789328182,Start,,
27439,Magomedali Magomedov,Dagestani,789329935,Start,,
27697,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,
27745,Aké Loba,Ivorian,789476691,Stub,,
27752,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,
27796,Jeremiah Chirau,Rhodesian,789545107,Stub,,
27805,Miroslav Grebeníček,Czech Republic,789546047,Stub,,
27806,Vlasta Štěpová,Czech Republic,789546066,Stub,,
27807,Egon Lánský,Czech Republic,789546079,Start,,
27808,Antonín Prachař,Czech Republic,789546102,Stub,,
27809,Milan Horálek,Czech Republic,789546147,Stub,,
27859,Orle Solís,Hondura,789599196,Stub,,
27860,Sergio Arturo Castellanos,Hondura,789599235,Stub,,
27861,Hipólita Rodríguez,Hondura,789599241,Stub,,
27862,German Leitzelar,Hondura,789599248,Stub,,
27863,Marco Antonio Andino,Hondura,789599260,Stub,,
27864,Lisandro Mauricio Arias,Hondura,789599265,Stub,,
27865,José Azcona Bocock,Hondura,789599272,Stub,,
27866,Yadira Bendaña,Hondura,789599288,Stub,,
27867,José Rosario Bonano,Hondura,789599294,Stub,,
27868,Romualdo Bueso Melghem,Hondura,789599300,Stub,,
27869,Teófilo Enamorado,Hondura,789599316,Stub,,
27870,Gabo Alfredo Jalil,Hondura,789599319,Stub,,
27871,Eleazar Alexander Juárez,Hondura,789599323,Stub,,
27872,Carlos Alfredo Lara Watson,Hondura,789599331,Stub,,
27873,Wenceslao Lara Orellana,Hondura,789599336,Stub,,
27874,Maria Aracely Leiva,Hondura,789599343,Stub,,
27875,Fredy Renán Nájera,Hondura,789599348,Stub,,
27876,Waldina Paz,Hondura,789599355,Stub,,
27877,Jesús Dagoberto Perdomo,Hondura,789599360,Stub,,
27878,Modesto Rodas Alvarado,Hondura,789599369,Stub,,
27879,Erick Mauricio Rodríguez,Hondura,789599374,Stub,,
27880,Víctor Rolando Sabillón,Hondura,789599381,Stub,,
27881,Dennis Antonio Sánchez,Hondura,789599388,Stub,,
27882,Elman Joel Sandoval,Hondura,789599393,Stub,,
27883,Mario Edgardo Segura,Hondura,789599398,Stub,,
27884,Perla Simons,Hondura,789599401,Stub,,
27885,Felipe Zúniga del Cid,Hondura,789599406,Stub,,
27886,Juan Francisco Argeñal,Hondura,789599415,Stub,,
27887,Nasry Asfura,Hondura,789599418,Stub,,
27888,Yaudet Burbara,Hondura,789599427,Stub,,
27889,Oscar Orlando Burgos,Hondura,789599429,Stub,,
27890,Wilfredo Bustillo Castellanos,Hondura,789599434,Stub,,
27891,Victoria Carrasco,Hondura,789599444,Stub,,
27892,Gladys Bernarda Casco,Hondura,789599449,Stub,,
27893,Rigoberto Chang Castillo,Hondura,789599455,Stub,,
27894,María Teresa Chávez,Hondura,789599463,Stub,,
27895,Alberto Chedrani,Hondura,789599476,Stub,,
27896,Celín Discua,Hondura,789599485,Stub,,
27897,Martha Concepción Figueroa,Hondura,789599488,Stub,,
27898,Brenda Mercedes Flores,Hondura,789599496,Stub,,
27899,Julio César Gámez Interiano,Hondura,789599506,Stub,,
27900,Roberto Gámez Panchamé,Hondura,789599509,Stub,,
27901,Miguel Ángel Gámez,Hondura,789599513,Stub,,
27902,Lorena Enriqueta Herrera,Hondura,789599522,Stub,,
27903,Rodolfo Irias Navas,Hondura,789599528,Stub,,
27904,Abraham Kafati Díaz,Hondura,789599532,Stub,,
27905,Juan Fernando Lobo,Hondura,789599542,Stub,,
27906,Miguel Edgardo Martínez,Hondura,789599547,Stub,,
27907,Eliseo Noel Mejía,Hondura,789599561,Stub,,
27908,Oscar Ramón Nájera,Hondura,789599562,Stub,,
27909,Claudio Roberto Perdomo,Hondura,789599568,Stub,,
27910,Mario Alonso Pérez López,Hondura,789599570,Stub,,
27911,Milton Jesús Puerto,Hondura,789599575,Stub,,
27912,Oswaldo Ramos Soto,Hondura,789599581,Stub,,
27913,Donaldo Ernesto Reyes,Hondura,789599586,Stub,,
27914,Antonio Rivera Callejas,Hondura,789599589,Stub,,
27915,José Juan Rivera Ramos,Hondura,789599594,Stub,,
27916,Salvador Valeriano Pineda,Hondura,789599607,Stub,,
27917,Welsy Vásquez,Hondura,789599609,Stub,,
27918,José Rodolfo Zelaya,Hondura,789599615,Stub,,
27919,Yessenia Coely Zelaya,Hondura,789599618,Stub,,
27920,Adela Elizabeth Zúñiga,Hondura,789599620,Stub,,
27921,Ramón Villeda Bermúdez,Hondura,789600726,Stub,,
27922,Jorge Aguilar Paredes,Hondura,789600760,Stub,,
27923,Andrés Pavón,Hondura,789600953,Stub,,
27924,Marvin Ponce,Hondura,789600975,Stub,,
27925,Jorge Elvir,Hondura,789601015,Stub,,
27926,Rodolfo Padilla Sunseri,Hondura,789601536,Stub,,
28036,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,C,,
28037,Ivan Šusteršič,Carniolan,789681987,Start,,
28040,Winston Field,Rhodesian,789689591,C,,
28047,Louis Zachariasen,Faroese,789708924,Start,,
28115,"Sir Philip Carteret, 1st Baronet",Jersey,789753704,Stub,,
28116,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711,Stub,,
28123,Arnhim Eustace,Saint Vincent and the Grenadines,789761357,C,,
28124,List of rulers of Oman,Omani,789761641,B,,
28145,Arsene James,Saint Lucian,789789654,Stub,,
28242,Bagrat Shinkuba,Abkhazia,789818648,Start,,
28243,Samson Chanba,Abkhazia,789818730,Start,,
28302,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,
28318,John Kemys Spencer-Churchill,Montserratian,789918293,Stub,,
28334,Gavin St Pier,Guernsey,789938377,Stub,,
28347,Aslambek Aslakhanov,Chechen,789949907,Stub,,
28350,Aslanbek Bulatsev,South Ossetian,789950396,Start,,
28416,Raynold Oilouch,Palauan,789983618,Stub,,
28601,Howard Unwin Moffat,Rhodesian,790010191,Start,,
28615,Bheki Dlamini,Swaziland,790010530,Stub,,
28616,Bhekimpi Dlamini,Swaziland,790010540,Stub,,
28617,Jameson Mbilini Dlamini,Swaziland,790010556,Stub,,
28618,Lutfo Dlamini,Swaziland,790010558,Stub,,
28619,Mabandla Dlamini,Swaziland,790010563,Stub,,
28620,Makhosini Dlamini,Swaziland,790010573,Stub,,
28621,Mphiwa Dlamini,Swaziland,790010577,Stub,,
28622,Obed Dlamini,Swaziland,790010578,Stub,,
28623,Paul Dlamini,Swaziland,790010579,Stub,,
28624,Themba Dlamini,Swaziland,790010705,Stub,,
28625,Njabulo Mabuza,Swaziland,790010716,Stub,,
28626,Charles Myeza,Swaziland,790010723,Stub,,
28627,Sishayi Nxumalo,Swaziland,790010729,Stub,,
28628,Paul Shabangu,Swaziland,790010732,Stub,,
28629,Trusty Gina,Swaziland,790010783,Stub,,
28630,Marwick Khumalo,Swaziland,790010820,Stub,,
28631,Lazarus Salii,Palauan,790011394,Stub,,
28674,Mincho Jordanov,Macedonia,790065914,Stub,,
28687,Prince Sozisa Dlamini,Swaziland,790090661,B,,
28826,Yu Myung-hwan,South Korean,790178486,Stub,,
28827,Yoon Young-kwan,South Korean,790178940,Start,,
28828,Yoon Jeung-hyun,South Korean,790179508,Stub,,
28830,Suh Sang-chul,South Korean,790180349,Start,,
28860,Philipp von Cobenzl,Carniolan,790213148,Start,,
28889,Aya Virginie Toure,Ivorian,790279945,C,,
28937,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,
28978,Antonín Novotný,Czech Republic,790372008,C,,
29002,Ngedikes Olai Uludong,Palauan,790410665,Start,,
29019,Mireya Agüero,Hondura,790412309,Start,,
29020,María Dolores Agüero,Hondura,790412332,Start,,
29031,Sarah Flood-Beaubrun,Saint Lucian,790422420,Start,,
29036,Gordana Jankuloska,Macedonia,790422718,Stub,,
29042,Sandra Pierantozzi,Palauan,790423026,Stub,,
29066,Sašo Mijalkov,Macedonia,790441999,Start,,
29085,Bak Maeng-woo,South Korean,790471224,C,,
29092,"Henry Carteret, 1st Baron Carteret",Jersey,790484914,C,,
29147,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,
29170,Zuzana Brzobohatá,Czech Republic,790608148,Stub,,
29171,Alena Palečková,Czech Republic,790608180,Stub,,
29172,Zuzana Roithová,Czech Republic,790608186,Start,,
29199,Reuben Meade,Montserratian,790614135,Start,,
29208,Andreas Fakudze,Swaziland,790636139,Stub,,
29216,Template:TokelauPMs,Tokelauan,790643818,Stub,,
29219,Salesio Lui,Tokelauan,790644183,Stub,,
29220,Kuresa Nasau,Tokelauan,790644216,Stub,,
29223,Patuki Isaako,Tokelauan,790644404,Stub,,
29226,Kolouei O'Brien,Tokelauan,790647368,Stub,,
29296,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,
29347,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,
29394,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,
29427,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,
29493,Maksim Dimitrievski,Macedonia,791059536,Stub,,
29502,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,
29560,Francis Weston,Guernsey,791169532,C,,
29570,Bernard Zadi Zaourou,Ivorian,791177695,Stub,,
29654,Betty Christian,Pitcairn Islands,791265995,Start,,
29744,Martin Jahn,Czech Republic,791374581,Start,,
29748,Lee Wan-koo,South Korean,791389950,Start,,
30023,Ruslan Khasbulatov,Chechen,791803238,Start,,
30028,Óscar Osorio,Salvadoran,791821555,Start,,
30107,Bojan Bojanovski,Macedonia,791879937,Stub,,
30111,Tuimaleali'ifano,Samoan,791884820,Stub,,
30133,Rosa Elena Bonilla,Hondura,791906998,Stub,,
30134,Xiomara Castro,Hondura,791907048,C,,
30135,Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,
30136,Álvaro Magaña,Salvadoran,791907345,Stub,,
30140,Salvador Castaneda Castro,Salvadoran,791911972,B,,
30171,Boris Trajkovski,Macedonia,791970429,C,,
30176,Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,
30181,Mirvan Xhemaili,Macedonia,791991542,Start,,
30189,List of Presidents of Somaliland,Somaliland,792010538,Start,,
30199,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,
30200,Kim Chang-ryong,South Korean,792037093,Start,,
30216,Eduardo Gauggel Medina,Hondura,792070727,Stub,,
30257,Branko Crvenkovski,Macedonia,792146742,Start,,
30295,Philip Edmond Wodehouse,Cape Colony,792178662,C,,
30411,Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,
30439,Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,
30447,Pavel Rychetský,Czech Republic,792417439,Stub,,
30449,Richard Collas,Guernsey,792424069,Start,,
30471,Gustáv Slamečka,Czech Republic,792476721,Start,,
30515,Frank Walker (Jersey politician),Jersey,792567273,Start,,
30517,Bujar Osmani,Macedonia,792571494,Stub,,
30531,Annika Olsen,Faroese,792595685,Start,,
30716,Magomedsalam Magomedov,Dagestani,792949749,Start,,
30750,"Heroes' Acre, Pretoria",South African Republic,793010122,Start,,
30784,Edvard Kožušník,Czech Republic,793087579,Stub,,
30804,Dave Solomon (rugby),Samoan,793129536,Start,,
30866,Carlos Escaleras,Hondura,793178396,Start,,
30869,Carlos Gabriel Kattán,Hondura,793179072,Stub,,
30876,Carlos Ramón Aguilar Guifarro,Hondura,793183704,Stub,,
30879,Carlos Salazar Castro,Salvadoran,793184472,Start,,
30917,Carolyn Labey,Jersey,793221391,Stub,,
30946,Mário Viegas Carrascalão,East Timorese,793270640,B,,
30949,Páll á Reynatúgvu,Faroese,793276089,Start,,
30950,Atli Dam,Faroese,793277402,Start,,
30956,Va'ai Kolone,Samoan,793294077,Start,,
31005,Henrik Old,Faroese,793353435,Start,,
31008,Victor Carey,Guernsey,793355768,C,,
31039,Marita Petersen,Faroese,793394960,Start,,
31048,Cecil Stanley Harrison,Jersey,793405839,Stub,,
31101,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,
31110,Ndumiso Mamba,Swaziland,793428048,Stub,,
31132,José Abílio Osório Soares,East Timorese,793454583,Start,,
31246,Maximiliano Hernández Martínez,Salvadoran,793642670,C,,
31247,Jan Masaryk,Czech Republic,793642926,C,,
31248,Charles Aken Fairbridge,Cape Colony,793643575,Stub,,
31283,Charles Konan Banny,Ivorian,793682835,Start,,
31408,Elizabeth Carriere,Montserratian,793896767,Stub,,
31428,Tamaseu Leni Warren,Samoan,793926721,Stub,,
31500,Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,
31521,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,
31565,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,
31572,Jan Koukal,Czech Republic,794146543,Stub,,
31592,Sergey Abramov (politician),Chechen,794171049,Stub,,
31612,William Howley Goodenough,Cape Colony,794193433,Start,,
31613,Christine Adjobi,Ivorian,794194775,Stub,,
31624,Mata'afa Iosefo,Samoan,794202189,Start,,
31697,George Thomas Napier,Cape Colony,794346758,Start,,
31765,Ciro Cruz Zepeda,Salvadoran,794459622,Start,,
31783,José Alfredo Saavedra,Hondura,794482135,Stub,,
31819,Ken Flower,Rhodesian,794528943,Start,,
31842,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Start,,
31876,"Clarens, Switzerland",South African Republic,794593079,Start,,
31883,Malek Bin Sulaiman Al Ma'amari,Omani,794599835,Stub,,
31914,Yun Duk-min,South Korean,794638210,Stub,,
31973,William Butler (British Army officer),Cape Colony,794705198,C,,
31987,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,C,,
32046,Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,
32048,Robert Wigmore,Cook Island,794802546,Start,,
32049,Pukeiti Pukeiti,Cook Island,794802590,Stub,,
32096,Malik Saidullaev,Chechen,794893770,Start,,
32118,Meralda Warren,Pitcairn Islands,794905581,C,,
32229,Carlos Humberto Romero,Salvadoran,794988963,Start,,
32237,Pavel Bém,Czech Republic,794995687,Start,,
32291,List of Bailiffs of Jersey,Jersey,795069319,Start,,
32302,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,
32326,Elias Camsek Chin,Palauan,795139723,Start,,
32404,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,Start,,
32450,Louis Straker,Saint Vincent and the Grenadines,795343481,Start,,
32454,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,
32463,Zoran Stavreski,Macedonia,795362031,Stub,,
32468,Hugh Beadle,Rhodesian,795369277,FA,,
32475,Vít Bárta,Czech Republic,795377941,Stub,,
32539,Hugh Marshall Hole,Rhodesian,795483112,Start,,
32653,Cheong Yang-seog,South Korean,795546187,Stub,,
32654,Chin Young,South Korean,795546191,Start,,
32659,Kim Kwan-yong,South Korean,795546228,Start,,
32660,Lee Hahn-koo,South Korean,795546245,Stub,,
32661,Lee Jung-hyun (politician),South Korean,795546256,Stub,,
32679,Ana María,Salvadoran,795573859,Start,,
32714,"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,
32717,Afega Gaualofa,Tokelauan,795631781,Stub,,
32718,Siopili Perez,Tokelauan,795633170,Stub,,
32730,Victoria Treadell,Pitcairn Islands,795649021,Start,,
32741,President of South Ossetia,South Ossetian,795669553,Start,,
32743,John Le Couteur,Jersey,795676915,C,,
32804,César Ham,Hondura,795765167,Stub,,
32835,Karl Kautsky,Czech Republic,795807571,C,,
32836,Karl von Czyhlarz,Czech Republic,795809115,Stub,,
33066,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,
33071,Template:Vice-Presidents of Ivory Coast,Ivorian,796084132,Stub,,
33081,Jim Perchard,Jersey,796095584,Start,,
33083,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,
33103,Arturo Armando Molina,Salvadoran,796131598,Stub,,
33124,Pauli Ellefsen,Faroese,796170338,Start,,
33125,Bryan Ian Le Marquand,Jersey,796170389,Start,,
33126,Rasmus Rasmussen (writer),Faroese,796170437,C,,
33136,Mario Fernando Hernández,Hondura,796180350,Start,,
33151,Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,
33152,Warren Clive Christian,Pitcairn Islands,796203180,Stub,,
33153,Jay Warren,Pitcairn Islands,796203252,Start,,
33195,Václav Fresl,Czech Republic,796253432,Stub,,
33197,Dzeliwe of Swaziland,Swaziland,796256782,Start,,
33224,Eduardo Gauggel Rivas,Hondura,796291215,Stub,,
33245,Ale Vena Ale,Samoan,796309750,Stub,,
33276,Christoffel Brand,Cape Colony,796352977,C,,
33300,Keneti Sio,Samoan,796377891,Stub,,
33330,Josef Václav Frič,Czech Republic,796403608,Start,,
33455,Robert Alston,Pitcairn Islands,796592041,Stub,,
33459,Bernard Martínez Valerio,Hondura,796597000,Start,,
33499,Felicito Ávila,Hondura,796635107,Stub,,
33510,Henry Barkly,Cape Colony,796646347,C,,
33577,Patricia Rodas,Hondura,796709335,Start,,
33593,Roque Rodrigues,East Timorese,796722416,Stub,,
33630,Togia Sioneholo,Niuean,796747380,Stub,,
33631,Tomáš Zdechovský,Czech Republic,796749458,C,,
33634,Andrea Češková,Czech Republic,796751775,Stub,,
33636,Dana Kuchtová,Czech Republic,796752629,Stub,,
33673,Rudolf Margolius,Czech Republic,796825099,C,,
33738,Avelino Coelho da Silva,East Timorese,796886084,Stub,,
33760,Sagid Murtazaliev,Dagestani,796896055,Start,,
33818,Alla Dzhioyeva,Ossetian,796950389,C,,
33896,Lord Charles Somerset,Cape Colony,797029963,Start,,
33916,Manuel Tilman,East Timorese,797040695,Stub,,
33927,Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,
33995,Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,
34012,Charles Blé Goudé,Ivorian,797168824,C,,
34031,Adnan Jashari,Macedonia,797194590,Start,,
34032,Radmila Šekerinska,Macedonia,797194679,Start,,
34042,Akhmed Zakayev,Chechen,797214106,B,,
34060,Butterworth Stavely,Pitcairn Islands,797221428,Start,,
34108,Sheikh Mansur,Chechen,797258871,Start,,
34124,Isabel da Costa Ferreira,East Timorese,797279277,C,,
34144,John Henry (Cook Islands politician),Cook Island,797303432,Stub,,
34145,Geoffrey Henry,Cook Island,797303508,Start,,
34146,Albert Henry (politician),Cook Island,797303536,C,,
34162,Roy Welensky,Rhodesian,797314307,FA,,
34195,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,
34213,Carlos Humberto Reyes,Hondura,797385790,Start,,
34236,Abel Muzorewa,Rhodesian,797407618,C,,
34261,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,
34264,Emília Pires,East Timorese,797438594,C,,
34269,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,
34275,Peter Mohr Dam,Faroese,797450160,Stub,,
34312,Knút Wang,Faroese,797493287,Start,,
34314,Sjúrður Skaale,Faroese,797493405,C,,
34319,Ben Nsibandze,Swaziland,797494822,Stub,,
34329,Carlos López Contreras,Hondura,797499354,Stub,,
34361,František Ladislav Rieger,Czech Republic,797539957,C,,
34366,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,
34504,Sadia Argueta,Hondura,797677168,Stub,,
34514,Margarita Dabdoub Sikaffi,Hondura,797684912,Start,,
34523,Andrew Green (Jersey politician),Jersey,797693636,Stub,,
34571,Benjamin D'Urban,Cape Colony,797735815,C,,
34572,Sékou Sanogo,Ivorian,797736207,Stub,,
34576,Paul Antoine Bohoun Bouabré,Ivorian,797737768,Start,,
34584,Geraint Jennings,Jersey,797746493,Start,,
34598,Premier of Niue,Niuean,797757076,Start,,
34603,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,
34604,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,Start,,
34605,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,Start,,
34606,Prime Minister of Samoa,Samoan,797760961,C,,
34651,Yusuf bin Alawi bin Abdullah,Omani,797805284,Start,,
34654,Kim Chong-hoh,South Korean,797806095,Stub,,
34678,Prime Minister of South Ossetia,South Ossetian,797825875,Start,,
34689,Petr Mach,Czech Republic,797842545,Start,,
34717,Akiko Sugiyama,Palauan,797884160,Stub,,
34737,List of Prime Ministers of Swaziland,Swaziland,797904256,Start,,
34746,Allan Louisy,Saint Lucian,797914672,Start,,
34747,Allen Montgomery Lewis,Saint Lucian,797914793,Start,,
34778,Samira bint Mohamed Al-Moosa,Omani,797947292,Stub,,
34791,Boswell Williams,Saint Lucian,797970479,Stub,,
34799,John Charles Molteno,Cape Colony,797978795,C,,
34939,George Charles,Saint Lucian,798164824,Start,,
34943,"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,
34944,George Mallet,Saint Lucian,798165675,Start,,
34948,Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,
34949,Tofilau Eti Alesana,Samoan,798166951,Start,,
34960,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,
34996,Xanana Gusmão,East Timorese,798242613,C,,
34998,Ian Gorst,Jersey,798244483,Start,,
35022,"Government House, Montserrat",Montserratian,798265888,Start,,
35049,Chung Ho-yong,South Korean,798295710,Stub,,
35055,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,
35061,Daniel de Lisle Brock,Guernsey,798315235,C,,
35075,José Luís Guterres,East Timorese,798334210,Start,,
35143,William Porter (Attorney General),Cape Colony,798383131,C,,
35144,Jack Howman,Rhodesian,798384751,Stub,,
35148,José Tomás Ponce,Hondura,798394355,Stub,,
35157,Mary Elizabeth Flores,Hondura,798401950,Start,,
35210,Barnabas Sibusiso Dlamini,Swaziland,798454144,Start,,
35213,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,
35218,José Cecilio del Valle,Hondura,798460200,C,,
35220,José Guillermo García,Salvadoran,798460321,Start,,
35232,Julian Hunte,Saint Lucian,798468800,Start,,
35275,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,
35284,Jaroslava Moserová,Czech Republic,798490261,Start,,
35302,Ethel Tawse Jollie,Rhodesian,798492985,Start,,
35307,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,
35395,Ali Mitayev,Chechen,798580067,Start,,
35444,Lee Jae-myung,South Korean,798611948,Stub,,
35501,Efrem Eshba,Abkhazia,798644673,Stub,,
35504,Vávra Suk,Czech Republic,798648973,Stub,,
35526,Vojtěch Náprstek,Czech Republic,798686948,C,,
35533,Dahir Riyale Kahin,Somaliland,798692052,Start,,
35541,Lubomír Štrougal,Czech Republic,798705619,Start,,
